carat,depth,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.4,62.2,56.0,4.72,4.74,2.94,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.81,62.8,57.0,5.95,5.92,3.73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.5,60.3,55.0,5.16,5.21,3.13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,62.9,55.0,6.35,6.41,4.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,62.1,59.0,6.43,6.38,3.98,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.74,61.9,54.0,5.78,5.82,3.59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.57,61.4,55.0,5.34,5.38,3.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,59.1,63.0,5.27,5.15,3.08,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,62.0,59.0,4.47,4.43,2.76,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.08,61.7,55.0,6.58,6.61,4.07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.22,61.1,57.0,6.9,5.92,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,60.6,60.0,4.39,4.36,2.65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.5,62.2,60.0,5.15,5.05,3.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.55,64.1,54.0,5.21,5.18,3.33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.52,59.4,59.0,7.45,7.49,4.44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.07,61.5,59.0,8.16,8.2,5.03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.54,61.0,56.0,5.25,5.28,3.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.09,60.9,56.0,6.66,6.7,4.07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.9,57.0,4.3,4.26,2.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.41,62.0,56.0,4.77,4.81,2.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.0,59.8,68.0,8.13,7.95,4.81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.75,62.5,55.0,5.82,5.77,3.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,63.3,53.0,6.37,6.29,4.01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.53,61.6,56.0,5.21,5.24,3.22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.09,60.9,57.0,6.64,6.69,4.06,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,63.2,58.0,5.68,5.65,3.58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.07,62.2,59.0,6.53,6.47,4.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.32,61.4,56.0,4.42,4.44,2.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,61.0,59.0,4.79,4.82,2.93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.33,61.5,58.0,7.06,7.02,4.33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,60.9,58.0,4.35,4.38,2.66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,62.3,60.0,6.4,6.35,3.97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,63.1,55.0,7.34,7.3,4.62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.29,58.2,61.0,7.07,7.12,4.13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9,64.3,59.0,6.04,6.09,3.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.23,61.3,59.0,3.96,3.94,2.42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4,62.2,54.0,4.75,4.8,2.97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,60.6,57.0,6.49,6.55,3.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.7,55.0,5.26,5.21,3.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6,61.2,56.0,5.43,5.47,3.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.25,61.1,57.0,6.94,6.91,4.23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.5,62.8,57.0,4.99,5.04,3.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,61.0,57.0,4.8,4.78,2.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.38,61.7,55.0,4.65,4.7,2.89,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.01,62.1,60.0,7.88,8.0,4.93,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.11,59.9,56.0,6.8,6.77,4.07,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,62.1,55.0,4.3,4.33,2.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2.2,63.6,58.0,8.21,8.17,5.21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.01,62.3,60.0,6.31,6.25,3.91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,62.4,58.0,4.35,4.4,2.73,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,61.2,58.0,6.91,6.81,4.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.5,65.3,57.0,7.15,7.12,4.66,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,61.5,54.0,4.6,4.63,2.84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,62.9,57.0,6.37,6.3,3.98,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.82,65.1,58.0,5.86,5.81,3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,63.6,53.0,4.4,4.43,2.81,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,63.1,54.0,5.64,5.67,3.57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.3,56.0,4.39,4.42,2.7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.7,60.6,57.0,5.77,5.74,3.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,61.1,57.0,4.35,4.32,2.65,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,60.6,55.0,5.17,5.13,3.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.36,62.1,56.0,4.56,4.59,2.84,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.0,61.0,5.66,5.71,3.47,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,61.4,55.0,4.4,4.46,2.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.54,61.7,57.0,5.24,5.23,3.23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.71,59.7,59.0,5.8,5.82,3.47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.52,62.9,60.0,7.31,7.27,4.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,62.8,57.0,4.37,4.33,2.73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.22,61.2,57.0,6.88,6.92,4.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.02,61.3,57.0,6.47,6.35,3.93,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.02,61.6,58.0,8.14,8.1,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,65.6,58.0,6.05,5.95,3.95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1,61.8,56.0,6.65,6.6,4.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.35,61.3,55.0,4.57,4.6,2.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.2,62.5,58.0,6.77,6.73,4.23,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,61.2,56.0,4.36,4.4,2.68,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.71,61.0,58.0,5.77,5.81,3.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.53,62.4,57.0,5.18,5.21,3.24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.24,59.8,58.0,4.02,4.11,2.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.27,59.2,58.0,7.07,7.15,4.21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.38,61.6,58.0,4.61,4.65,2.85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,61.5,59.0,6.48,6.49,3.99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,62.2,53.9,4.29,4.33,2.68,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.06,60.7,59.0,6.61,6.57,4.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.39,59.6,60.0,4.75,4.72,2.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.76,62.6,58.0,5.76,5.84,3.63,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,62.3,59.0,5.64,5.59,3.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.56,57.2,62.0,7.72,7.66,4.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.0,61.8,58.0,6.43,6.39,3.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,62.2,56.0,4.27,4.31,2.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.56,61.9,58.0,7.44,7.4,4.59,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.37,61.2,58.0,4.63,4.69,2.85,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,61.5,59.0,6.47,6.44,3.97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,62.4,56.0,4.72,4.74,2.95,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.4,61.7,59.0,4.72,4.75,2.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.06,62.7,58.0,6.48,6.5,4.07,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.63,62.0,56.0,5.5,5.47,3.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.67,59.9,57.4,5.69,5.75,3.42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.89,58.9,66.0,6.26,6.16,3.66,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.71,62.8,57.0,5.68,5.63,3.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.39,63.0,60.0,4.63,4.61,2.91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.29,61.6,57.0,7.0,6.95,4.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.52,61.6,55.0,5.2,5.15,3.19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.2,57.0,5.74,5.71,3.56,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,61.3,56.0,4.76,4.77,2.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.38,61.6,56.0,4.68,4.63,2.86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,65.8,55.0,6.05,6.01,3.97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.76,63.4,58.0,5.78,5.74,3.65,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,59.7,59.0,4.53,4.52,2.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.53,59.7,63.0,5.22,5.3,3.14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,63.0,56.0,4.24,4.27,2.68,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.71,60.4,59.0,5.81,5.75,3.49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.04,61.8,60.0,8.11,8.21,5.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4,62.0,56.0,4.74,4.77,2.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.09,62.3,59.0,6.55,6.59,4.09,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.28,62.0,53.0,4.23,4.26,2.63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.56,61.7,65.0,5.21,5.23,3.22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.21,62.5,55.0,6.84,6.8,4.26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.33,62.2,56.0,4.43,4.44,2.76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,61.8,56.0,4.36,4.34,2.69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,63.4,54.0,4.32,4.29,2.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.36,61.6,56.0,4.55,4.57,2.81,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.35,61.0,59.0,7.15,7.09,4.34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.72,63.0,59.0,5.7,5.72,3.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.02,62.5,58.0,6.4,6.37,3.99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,61.6,56.0,4.51,4.48,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.36,60.6,56.0,4.58,4.63,2.79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,60.1,59.0,4.41,4.38,2.64,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,62.1,56.0,4.25,4.31,2.66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.37,61.3,55.0,4.61,4.65,2.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,61.9,60.0,6.37,6.46,3.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,60.7,56.0,4.42,4.45,2.69,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.07,61.6,57.0,6.56,6.53,4.03,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.16,61.5,54.0,6.78,6.75,4.16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.91,65.5,57.0,6.01,6.11,3.97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.34,62.6,56.0,4.49,4.52,2.82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,62.0,60.0,4.33,4.25,2.66,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.32,60.9,59.0,7.12,7.06,4.32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.52,63.3,55.0,5.09,5.12,3.23,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.73,61.5,57.0,5.81,5.83,3.58,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,62.1,55.0,4.77,4.79,2.97,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.7,60.9,59.0,5.71,5.68,3.47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.55,61.2,54.0,5.3,5.35,3.26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.33,62.1,56.0,4.41,4.44,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.53,63.2,55.0,5.17,5.18,3.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4,63.2,57.0,4.66,4.68,2.95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,61.9,59.0,4.7,4.67,2.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,63.8,55.0,4.69,4.65,2.98,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.23,61.8,59.0,3.9,3.93,2.42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.26,62.8,54.0,6.91,6.89,4.33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.32,62.1,54.0,4.43,4.4,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.01,60.8,63.0,6.38,6.32,3.86,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,62.1,55.0,4.32,4.35,2.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.66,62.1,55.0,5.6,5.64,3.49,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.93,61.5,57.0,6.3,6.26,3.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.13,62.9,58.0,6.59,6.63,4.16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,60.2,59.0,6.58,6.51,3.94,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.5,61.7,54.0,7.28,7.31,4.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,63.8,54.0,4.38,4.31,2.77,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.77,62.2,58.0,7.76,7.68,4.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.72,62.1,55.0,5.73,5.76,3.56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.52,63.9,56.0,7.25,7.21,4.62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.7,62.3,56.0,7.61,7.65,4.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.34,62.4,59.0,4.42,4.46,2.77,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.8,58.0,4.28,4.26,2.64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.0,56.0,5.75,5.79,3.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.8,63.0,59.0,5.9,5.81,3.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.01,61.3,57.0,6.44,6.47,3.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.51,65.6,54.0,7.28,7.1,4.72,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.21,62.0,58.0,6.76,6.91,4.24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3,61.8,59.0,4.26,4.22,2.62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,61.2,59.0,6.42,6.38,3.92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,61.5,56.0,4.46,4.48,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.83,60.7,57.0,6.02,6.1,3.68,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,61.6,57.0,5.09,5.13,3.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,61.2,56.0,4.5,4.52,2.76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,60.5,61.0,6.47,6.42,3.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,62.3,57.0,4.3,4.33,2.69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.52,61.3,55.0,5.19,5.22,3.19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,61.8,58.0,6.44,6.37,3.96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,61.0,59.0,4.42,4.46,2.71,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.13,61.2,57.0,6.65,6.72,4.09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.32,61.5,57.0,4.41,4.4,2.71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,63.5,57.0,4.62,4.67,2.95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.31,59.6,60.0,7.06,7.16,4.24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.72,60.6,61.0,5.73,5.79,3.49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.71,57.9,53.0,5.84,5.8,3.37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,62.2,61.0,6.3,6.36,3.94,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,62.4,56.0,5.07,5.09,3.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,61.6,59.0,4.29,4.33,2.66,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.01,61.9,55.0,6.44,6.38,3.97,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.02,59.6,59.0,6.59,6.54,3.91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,65.0,58.0,6.03,6.06,3.93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.21,64.0,57.0,6.73,6.67,4.29,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.71,62.3,61.0,5.7,5.73,3.56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.77,61.4,55.0,5.9,5.95,3.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.39,62.3,57.0,4.64,4.7,2.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.34,60.6,57.0,4.53,4.51,2.74,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,64.0,58.0,6.31,6.37,4.06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,59.6,63.0,6.55,6.47,3.88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.12,62.6,59.0,6.58,6.61,4.13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.31,62.2,59.0,4.3,4.32,2.68,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.58,61.8,56.0,5.36,5.38,3.32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,62.9,56.0,4.3,4.25,2.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,62.7,59.0,6.33,6.27,3.95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,62.9,56.0,4.22,4.27,2.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.58,61.5,56.0,5.37,5.4,3.31,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.57,59.5,58.0,5.43,5.36,3.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.5,57.0,4.37,4.34,2.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.02,60.3,59.0,6.44,6.5,3.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.52,61.7,57.0,5.1,5.17,3.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,62.1,53.0,4.49,4.53,2.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.61,62.0,57.0,5.44,5.47,3.38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.04,61.6,61.0,6.45,6.47,3.98,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.01,59.1,59.0,6.5,6.59,3.87,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.78,62.6,57.0,5.87,5.91,3.69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
