carat,cut,color,clarity,depth,table,x,y,z,price,cut_encoded,color_encoded,clarity_encoded
0.83,Very Good,H,SI1,62.5,59.0,5.95,6.02,3.74,7.937,3,2,2
0.33,Ideal,I,IF,61.7,55.0,4.45,4.49,2.76,6.515,4,1,7
0.34,Ideal,E,VVS1,62.0,56.0,4.52,4.48,2.79,6.988,4,6,6
0.33,Ideal,I,SI1,63.0,57.0,4.39,4.37,2.76,6.323,4,1,2
0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83,8.076,3,4,0
0.4,Ideal,D,SI1,59.6,57.0,4.82,4.77,2.86,6.898,4,5,2
1.51,Ideal,J,SI1,62.0,55.0,7.42,7.31,4.57,9.103,4,0,2
1.23,Premium,D,SI2,58.0,59.0,7.02,6.97,4.06,8.405,1,5,0
0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,6.443,4,6,2
0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,7.77,1,5,0
2.03,Premium,H,SI1,61.7,59.0,8.17,8.1,5.02,9.735,1,2,2
1.04,Very Good,G,VS2,63.4,55.0,6.48,6.42,4.09,8.737,3,3,3
0.56,Very Good,G,SI1,58.8,59.0,5.38,5.4,3.17,7.2,3,3,2
0.34,Ideal,G,VVS1,61.9,54.0,4.49,4.52,2.79,6.76,4,3,6
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,7.086,1,6,0
1.21,Good,G,VS2,63.7,59.0,6.59,6.67,4.22,8.84,2,3,3
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,7.801,2,1,4
1.56,Good,I,VS2,57.2,62.0,7.66,7.72,4.4,9.17,2,1,3
1.06,Premium,G,SI2,61.1,62.0,6.61,6.55,4.02,8.352,1,3,0
0.31,Premium,G,VVS1,59.5,60.0,4.39,4.41,2.62,6.704,1,3,6
1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,8.72,1,3,3
1.06,Ideal,G,VS2,62.7,55.0,6.53,6.49,4.08,8.766,4,3,3
0.74,Ideal,H,SI2,62.1,57.0,5.75,5.81,3.59,7.752,4,2,0
0.25,Very Good,D,VVS2,64.2,55.0,3.98,4.0,2.56,6.238,3,5,5
1.1,Ideal,F,SI2,60.4,55.0,6.73,6.77,4.08,8.478,4,4,0
0.41,Ideal,G,VVS1,62.4,55.0,4.74,4.78,2.97,6.974,4,3,6
0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,6.702,4,2,7
0.98,Very Good,H,SI2,63.4,57.0,6.41,6.32,4.04,8.036,3,2,0
1.27,Ideal,F,IF,61.3,55.0,6.98,7.02,4.29,9.641,4,4,7
0.36,Premium,D,VS2,61.8,58.0,4.58,4.55,2.82,6.998,1,5,3
0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,6.555,4,1,4
1.06,Very Good,H,SI1,60.2,59.0,6.6,6.55,3.96,8.497,3,2,2
1.05,Ideal,J,SI1,61.7,55.0,6.54,6.56,4.04,8.39,4,0,2
0.7,Ideal,D,VS1,62.0,57.0,5.69,5.76,3.55,8.112,4,5,4
2.05,Premium,D,SI1,60.4,58.0,8.26,8.16,4.96,9.786,1,5,2
0.71,Very Good,F,VVS1,61.8,58.0,5.63,5.73,3.51,8.214,3,4,6
1.0,Very Good,H,VVS1,63.5,60.0,6.36,6.3,4.02,8.748,3,2,6
0.72,Ideal,H,SI1,62.3,54.0,5.78,5.75,3.59,7.764,4,2,2
2.1,Ideal,H,SI2,63.1,55.0,8.17,8.13,5.14,9.823,4,2,0
1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,8.131,2,0,2
0.91,Premium,E,SI1,62.2,58.0,6.29,6.18,3.86,8.207,1,6,2
1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,8.904,4,1,0
0.3,Premium,H,VVS2,62.4,58.0,4.26,4.3,2.67,6.405,1,2,5
0.67,Very Good,D,SI1,60.2,60.0,5.61,5.68,3.4,7.604,3,5,2
1.01,Ideal,F,VS2,61.9,54.0,6.45,6.49,4.0,8.856,4,4,3
0.33,Ideal,F,VS2,61.2,54.0,4.49,4.47,2.74,6.75,4,4,3
1.01,Very Good,H,SI1,62.8,58.0,6.36,6.38,4.0,8.425,3,2,2
0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,7.557,4,6,3
0.71,Very Good,H,VS1,63.9,60.0,5.54,5.6,3.56,7.849,3,2,4
0.4,Fair,F,SI1,64.7,58.0,4.67,4.63,3.01,6.753,0,4,2
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,6.068,3,3,2
0.32,Ideal,F,VS2,61.5,56.0,4.4,4.42,2.71,6.469,4,4,3
1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,9.272,4,3,5
0.41,Premium,F,VVS2,60.3,58.0,4.83,4.79,2.9,7.083,1,4,5
0.75,Ideal,D,SI1,61.1,56.0,5.85,5.9,3.59,8.219,4,5,2
1.21,Ideal,H,VS1,62.0,57.0,6.79,6.75,4.19,8.683,4,2,4
0.38,Very Good,F,VS1,60.4,60.0,4.7,4.74,2.85,6.727,3,4,4
0.4,Premium,J,IF,62.7,60.0,4.7,4.64,2.93,6.969,1,0,7
0.31,Ideal,D,VS2,62.0,55.0,4.33,4.35,2.69,6.599,4,5,3
1.1,Premium,I,SI1,62.0,59.0,6.59,6.54,4.07,8.438,1,1,2
0.55,Ideal,F,SI1,61.9,55.0,5.25,5.29,3.26,7.438,4,4,2
0.4,Ideal,F,VVS2,61.7,56.0,4.74,4.72,2.92,7.059,4,4,5
2.0,Ideal,H,SI1,62.9,56.0,8.06,7.97,5.04,9.497,4,2,2
0.5,Very Good,D,VS2,60.1,63.0,5.13,5.09,3.07,7.445,3,5,3
0.28,Ideal,F,VVS2,61.1,57.0,4.22,4.26,2.59,6.465,4,4,5
0.4,Premium,D,VVS2,62.0,61.0,4.72,4.7,2.92,7.095,1,5,5
0.71,Good,E,SI2,64.0,56.0,5.68,5.61,3.62,7.504,2,6,0
1.04,Very Good,F,IF,63.0,55.0,6.36,6.53,4.06,9.236,3,4,7
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,7.195,1,6,6
0.41,Premium,E,VS1,61.2,58.0,4.78,4.76,2.92,7.05,1,6,4
0.73,Ideal,F,VS1,61.4,55.0,5.81,5.84,3.57,8.159,4,4,4
1.03,Premium,F,SI2,61.6,58.0,6.46,6.43,3.97,8.431,1,4,0
0.51,Ideal,D,SI2,61.9,56.0,5.1,5.15,3.17,7.142,4,5,0
0.7,Very Good,D,SI1,60.2,60.0,5.75,5.82,3.48,7.963,3,5,2
0.32,Ideal,E,VVS1,61.7,55.0,4.39,4.43,2.72,6.821,4,6,6
0.43,Very Good,E,SI2,61.8,60.0,4.83,4.85,2.99,6.534,3,6,0
1.2,Good,G,VS1,63.6,58.0,6.59,6.56,4.18,9.034,2,3,4
0.3,Premium,E,VS2,61.8,58.0,4.31,4.36,2.68,6.489,1,6,3
1.5,Good,D,SI1,63.1,57.0,7.24,7.31,4.59,9.372,2,5,2
0.43,Premium,F,VS1,62.5,58.0,4.85,4.78,3.01,7.029,1,4,4
2.11,Premium,J,SI2,61.0,58.0,8.2,8.29,5.03,9.429,1,0,0
0.41,Ideal,E,VS2,62.5,55.0,4.77,4.74,2.97,6.907,4,6,3
0.3,Ideal,F,SI1,61.9,56.0,4.29,4.33,2.67,6.163,4,4,2
1.0,Premium,F,SI2,62.4,56.0,6.35,6.31,3.95,8.288,1,4,0
0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,7.998,4,2,3
0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,6.707,3,6,0
0.32,Premium,G,VS2,58.4,57.0,4.53,4.51,2.64,6.51,1,3,3
0.43,Premium,G,VVS1,62.2,58.0,4.78,4.83,2.99,7.096,1,3,6
1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33,8.772,4,2,0
0.5,Good,F,SI1,59.6,58.0,5.1,5.16,3.06,7.102,2,4,2
0.72,Very Good,D,SI1,61.5,58.0,5.74,5.78,3.54,8.007,3,5,2
1.58,Premium,J,SI1,59.8,58.0,7.61,7.57,4.54,8.943,1,0,2
0.5,Premium,G,VS1,60.7,62.0,5.1,5.08,3.09,7.396,1,3,4
0.3,Premium,D,VS2,60.9,58.0,4.32,4.35,2.64,6.565,1,5,3
0.36,Ideal,D,SI1,62.0,56.0,4.55,4.61,2.84,6.497,4,5,2
0.31,Premium,D,SI2,60.1,58.0,4.38,4.4,2.64,6.136,1,5,0
0.41,Very Good,F,SI1,63.6,57.0,4.72,4.75,3.01,6.522,3,4,2
1.01,Very Good,D,VVS2,62.5,59.0,6.34,6.4,3.98,9.255,3,5,5
0.42,Premium,H,VS1,61.2,60.0,4.77,4.84,2.94,6.742,1,2,4
0.37,Premium,F,VS2,59.2,61.0,4.69,4.63,2.76,6.796,1,4,3
0.26,Very Good,D,SI1,59.7,58.0,4.16,4.22,2.5,6.489,3,5,2
0.9,Ideal,J,VS1,62.6,54.0,6.15,6.18,3.86,8.204,4,0,4
0.9,Ideal,F,VS1,61.6,56.0,6.2,6.23,3.83,8.592,4,4,4
0.64,Ideal,F,VVS2,60.9,56.0,5.57,5.59,3.4,8.076,4,4,5
1.0,Premium,G,SI1,61.8,59.0,6.43,6.38,3.96,8.356,1,3,2
1.0,Fair,F,SI1,65.8,58.0,6.23,6.15,4.07,8.446,0,4,2
0.33,Premium,J,VS1,61.5,61.0,4.46,4.39,2.72,6.323,1,0,4
0.3,Premium,H,VS1,61.0,58.0,4.28,4.31,2.62,6.265,1,2,4
0.71,Ideal,I,VVS2,62.0,54.0,5.72,5.76,3.56,7.778,4,1,5
0.9,Very Good,E,SI1,63.1,58.0,6.12,6.02,3.83,8.331,3,6,2
0.33,Premium,I,VVS2,61.4,58.0,4.48,4.45,2.74,6.611,1,1,5
0.63,Ideal,D,VS1,61.6,55.0,5.52,5.55,3.41,7.8,4,5,4
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,8.431,4,3,0
0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,7.952,4,1,4
1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,9.54,2,3,4
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,8.566,1,2,3
0.24,Ideal,F,VS2,61.8,57.0,4.02,3.97,2.47,6.284,4,4,3
1.14,Premium,H,SI2,62.2,61.0,6.72,6.64,4.16,8.251,1,2,0
0.9,Good,D,SI2,63.8,58.0,6.09,6.13,3.9,8.244,2,5,0
0.42,Ideal,G,VS1,61.4,56.0,4.85,4.82,2.97,6.892,4,3,4
1.01,Very Good,G,SI1,62.9,61.0,6.36,6.4,4.01,8.431,3,3,2
0.73,Ideal,E,SI1,62.2,56.0,5.76,5.79,3.59,8.019,4,6,2
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,8.283,4,3,6
0.56,Premium,G,SI2,59.6,58.0,5.42,5.35,3.21,7.006,1,3,0
1.64,Very Good,J,SI1,62.6,59.0,7.45,7.51,4.68,8.954,3,0,2
0.41,Good,D,VS1,64.2,55.0,4.72,4.75,3.04,6.897,2,5,4
1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59,9.252,2,3,2
1.07,Premium,F,SI1,61.7,58.0,6.58,6.62,4.07,8.433,1,4,2
0.52,Ideal,D,VS2,61.3,56.0,5.15,5.2,3.17,7.508,4,5,3
0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,7.266,4,6,6
0.33,Premium,F,VS2,62.1,59.0,4.4,4.45,2.75,6.501,1,4,3
1.21,Very Good,H,VS1,62.6,58.0,6.71,6.75,4.21,8.915,3,2,4
0.61,Ideal,D,VVS2,60.1,57.0,5.53,5.58,3.34,8.113,4,5,5
1.22,Very Good,H,SI1,62.5,59.0,6.79,6.82,4.25,8.752,3,2,2
1.0,Premium,G,SI2,62.7,59.0,6.3,6.36,3.97,8.318,1,3,0
1.02,Good,G,VVS2,63.1,59.0,6.38,6.45,4.05,8.962,2,3,5
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,6.758,4,3,2
1.02,Very Good,E,VS2,58.4,57.0,6.59,6.64,3.86,8.815,3,6,3
0.34,Ideal,F,IF,61.4,57.0,4.49,4.5,2.76,7.151,4,4,7
0.73,Ideal,D,SI2,62.4,56.0,5.72,5.75,3.58,7.826,4,5,0
0.57,Premium,G,VS1,62.4,58.0,5.32,5.29,3.31,7.575,1,3,4
0.87,Premium,D,VS2,59.9,59.0,6.2,6.16,3.7,8.262,1,5,3
1.31,Ideal,I,VS1,61.8,55.0,7.03,7.05,4.35,9.061,4,1,4
1.5,Very Good,H,VS2,61.6,55.0,7.37,7.43,4.56,9.265,3,2,3
0.32,Ideal,I,VS1,62.3,56.0,4.37,4.4,2.73,6.155,4,1,4
1.06,Ideal,F,SI1,62.1,57.0,6.53,6.51,4.05,8.658,4,4,2
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,6.898,1,5,2
0.32,Very Good,G,VS1,61.9,56.0,4.41,4.45,2.74,6.492,3,3,4
1.06,Ideal,E,SI1,58.8,57.0,6.71,6.66,3.93,8.679,4,6,2
0.68,Premium,G,VS2,61.7,57.0,5.67,5.65,3.49,7.621,1,3,3
1.52,Very Good,G,SI1,62.5,58.0,7.26,7.3,4.55,9.225,3,3,2
1.26,Ideal,E,SI2,62.4,57.0,6.91,6.85,4.29,8.505,4,6,0
0.31,Ideal,G,IF,61.4,55.0,4.35,4.38,2.68,6.792,4,3,7
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,8.461,4,2,0
0.42,Ideal,G,VS1,62.0,55.0,4.83,4.78,2.98,6.892,4,3,4
0.31,Ideal,E,VS2,61.7,56.0,4.31,4.35,2.67,6.522,4,6,3
1.51,Ideal,G,VVS2,60.5,56.0,7.42,7.45,4.5,9.627,4,3,5
0.91,Very Good,G,SI2,62.0,59.0,6.19,6.22,3.85,8.083,3,3,0
1.51,Premium,G,SI1,60.4,58.0,7.46,7.38,4.48,9.274,1,3,2
0.27,Very Good,E,VS1,60.4,59.0,4.18,4.2,2.53,6.153,3,6,4
1.24,Ideal,F,SI2,61.7,57.0,6.95,6.88,4.27,8.681,4,4,0
1.17,Premium,H,VS2,62.4,57.0,6.74,6.69,4.19,8.726,1,2,3
0.3,Ideal,E,VVS2,61.5,58.0,4.29,4.3,2.64,6.641,4,6,5
0.94,Good,D,SI1,63.6,56.0,6.25,6.2,3.96,8.474,2,5,2
0.32,Ideal,G,VVS2,62.0,55.0,4.44,4.4,2.74,6.842,4,3,5
1.01,Very Good,H,VS2,62.1,57.0,6.39,6.45,3.99,8.523,3,2,3
1.54,Premium,H,I1,62.0,60.0,7.32,7.4,4.56,8.513,1,2,1
0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,6.861,4,6,6
0.28,Ideal,F,VVS2,62.6,55.0,4.2,4.23,2.64,6.668,4,4,5
0.45,Premium,D,VVS1,61.5,55.0,5.02,4.97,3.07,7.459,1,5,6
1.1,Ideal,H,SI1,61.4,55.0,6.68,6.7,4.11,8.599,4,2,2
0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,7.398,4,3,2
0.9,Very Good,F,SI1,63.7,58.0,6.05,6.1,3.87,8.281,3,4,2
1.03,Ideal,G,VVS1,59.9,61.0,6.56,6.63,3.95,9.1,4,3,6
0.54,Ideal,G,VS2,61.7,56.0,5.21,5.24,3.23,7.381,4,3,3
1.53,Premium,E,SI1,60.8,60.0,7.51,7.43,4.54,9.433,1,6,2
0.42,Ideal,H,VVS2,62.9,56.0,4.79,4.75,3.0,6.892,4,2,5
1.03,Good,H,SI2,65.0,57.0,6.3,6.32,4.1,8.267,2,2,0
0.33,Very Good,G,VVS1,61.2,57.0,4.4,4.44,2.71,6.678,3,3,6
1.7,Premium,G,SI2,61.9,58.0,7.61,7.57,4.7,9.256,1,3,0
0.35,Ideal,G,VS2,61.3,56.0,4.55,4.58,2.8,6.693,4,3,3
0.53,Very Good,H,SI1,61.7,60.0,5.17,5.21,3.2,7.049,3,2,2
1.71,Premium,G,SI2,62.6,57.0,7.66,7.6,4.78,9.326,1,3,0
0.46,Ideal,G,SI1,61.4,56.0,4.97,4.99,3.06,6.898,4,3,2
0.42,Ideal,F,VVS2,61.6,55.0,4.84,4.87,2.99,6.974,4,4,5
1.01,Very Good,G,VVS1,61.8,59.0,6.47,6.41,3.98,9.033,3,3,6
0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73,7.51,4,3,1
0.71,Good,G,SI1,62.3,56.0,5.68,5.72,3.55,7.719,2,3,2
0.3,Premium,G,VVS1,62.1,56.0,4.31,4.29,2.67,6.921,1,3,6
0.42,Ideal,G,VVS2,62.7,57.0,4.73,4.78,2.98,6.844,4,3,5
1.32,Ideal,G,VS1,62.4,53.0,7.03,7.08,4.4,9.272,4,3,4
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,6.256,1,1,4
1.52,Premium,F,SI1,62.6,59.0,7.27,7.36,4.58,9.362,1,4,2
0.54,Ideal,G,SI1,61.4,54.0,5.27,5.35,3.26,7.233,4,3,2
0.5,Very Good,E,VVS2,59.1,61.0,5.19,5.23,3.08,7.653,3,6,5
2.06,Good,H,SI2,63.7,57.0,8.12,8.03,5.14,9.712,2,2,0
1.23,Very Good,H,SI1,60.3,58.0,6.93,6.96,4.19,8.853,3,2,2
0.9,Very Good,D,SI1,63.4,53.0,6.1,6.17,3.89,8.34,3,5,2
0.72,Very Good,E,SI2,61.0,59.0,5.73,5.78,3.51,8.034,3,6,0
0.44,Premium,G,SI1,60.1,60.0,4.86,4.95,2.95,6.649,1,3,2
0.35,Ideal,F,SI1,62.4,55.0,4.52,4.55,2.83,6.368,4,4,2
0.96,Premium,I,SI2,59.1,62.0,6.48,6.38,3.79,7.805,1,1,0
0.7,Ideal,D,VS1,61.1,57.0,5.73,5.75,3.51,8.095,4,5,4
1.06,Very Good,G,VS2,63.1,59.0,6.48,6.45,4.08,8.752,3,3,3
1.0,Very Good,G,VS2,63.0,58.0,6.33,6.4,4.01,8.689,3,3,3
1.0,Premium,H,VS2,59.3,61.0,6.47,6.45,3.83,8.558,1,2,3
0.52,Very Good,E,VS1,59.8,61.0,5.19,5.22,3.11,7.518,3,6,4
0.86,Ideal,I,VS2,62.1,57.0,6.1,6.07,3.78,8.046,4,1,3
0.5,Good,D,VS2,63.4,56.0,5.05,5.1,3.22,7.399,2,5,3
0.32,Ideal,H,VVS1,60.4,57.0,4.42,4.46,2.68,6.593,4,2,6
1.51,Fair,H,SI2,66.9,57.0,7.13,7.09,4.75,8.686,0,2,0
1.2,Very Good,G,SI2,63.1,57.0,6.68,6.79,4.25,8.632,3,3,0
0.91,Good,E,SI2,63.9,61.0,6.03,6.09,3.87,8.171,2,6,0
1.05,Ideal,D,SI2,62.1,56.0,6.48,6.54,4.04,8.548,4,5,0
2.18,Premium,H,SI2,62.3,59.0,8.37,8.26,5.18,9.357,1,2,0
1.01,Fair,H,SI1,66.4,57.0,6.12,6.08,4.05,8.174,0,2,2
0.23,Good,E,VVS2,61.9,60.0,3.95,4.03,2.47,6.142,2,6,5
0.4,Ideal,G,VS1,62.9,55.0,4.76,4.71,2.98,7.007,4,3,4
0.42,Premium,F,VVS2,60.3,59.0,4.86,4.83,2.92,7.107,1,4,5
1.07,Ideal,D,VS2,62.5,57.0,6.48,6.51,4.06,9.012,4,5,3
0.41,Very Good,F,VVS1,63.7,54.0,4.71,4.74,3.01,7.064,3,4,6
0.44,Premium,E,SI1,62.3,58.0,4.88,4.85,3.03,6.906,1,6,2
1.53,Very Good,I,SI1,63.1,57.0,7.34,7.28,4.61,9.017,3,1,2
0.27,Very Good,H,VVS2,61.2,58.0,4.16,4.2,2.56,6.098,3,2,5
1.01,Ideal,H,SI1,62.6,55.0,6.39,6.43,4.01,8.466,4,2,2
0.5,Good,E,VVS2,58.9,61.0,5.18,5.2,3.06,7.688,2,6,5
1.5,Premium,H,VS1,59.3,61.0,7.53,7.47,4.45,9.267,1,2,4
1.53,Premium,G,VS1,62.6,60.0,7.39,7.3,4.6,9.596,1,3,4
0.38,Premium,F,SI2,61.0,61.0,4.67,4.61,2.83,6.646,1,4,0
0.38,Ideal,E,SI1,61.1,55.0,4.69,4.73,2.88,6.738,4,6,2
1.04,Ideal,G,VS2,61.8,56.0,6.5,6.47,4.01,8.747,4,3,3
1.19,Fair,H,SI1,64.4,58.0,6.69,6.64,4.29,8.634,0,2,2
0.5,Premium,E,VS2,62.6,58.0,5.12,5.07,3.19,7.424,1,6,3
0.3,Good,D,VVS1,64.3,57.0,4.27,4.32,2.76,6.743,2,5,6
0.52,Ideal,D,SI1,61.1,57.0,5.19,5.25,3.19,7.344,4,5,2
0.3,Premium,E,VS2,59.9,59.0,4.33,4.38,2.61,6.489,1,6,3
1.14,Premium,G,VS2,61.2,58.0,6.75,6.71,4.12,8.798,1,3,3
1.74,Premium,I,SI2,62.2,58.0,7.65,7.61,4.75,8.969,1,1,0
0.31,Good,H,VS2,63.2,57.0,4.32,4.35,2.74,6.192,2,2,3
0.77,Very Good,H,SI2,63.3,58.0,5.78,5.76,3.65,7.738,3,2,0
0.32,Premium,E,I1,60.9,58.0,4.38,4.42,2.68,5.844,1,6,1
0.28,Premium,H,VVS1,61.5,58.0,4.22,4.17,2.58,6.471,1,2,6
0.43,Ideal,E,VS2,61.9,56.0,4.85,4.88,3.01,6.889,4,6,3
0.31,Ideal,H,SI1,61.4,55.0,4.44,4.36,2.7,6.351,4,2,2
1.25,Ideal,E,VVS1,62.6,56.0,6.83,6.91,4.3,9.513,4,6,6
0.3,Ideal,D,SI1,62.0,53.0,4.33,4.35,2.69,6.261,4,5,2
0.53,Ideal,E,VS2,60.8,56.0,5.28,5.25,3.21,7.579,4,6,3
0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,7.502,1,5,3
1.0,Very Good,H,SI2,60.8,60.0,6.44,6.49,3.93,8.411,3,2,0
0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,7.65,3,4,0
0.63,Premium,E,VS1,60.5,57.0,5.58,5.53,3.36,8.209,1,6,4
0.9,Premium,H,VS2,62.6,58.0,6.14,6.19,3.86,8.277,1,2,3
1.5,Good,H,VS1,63.8,61.0,7.17,7.12,4.56,9.198,2,2,4
0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,8.097,0,2,2
0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,6.772,4,3,5
1.03,Premium,J,SI2,62.0,58.0,6.47,6.52,4.03,8.125,1,0,0
0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,6.441,3,3,5
0.7,Very Good,F,SI1,62.7,57.0,5.63,5.67,3.54,7.694,3,4,2
0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,6.86,4,6,2
0.5,Very Good,F,VS2,62.8,56.0,5.05,5.07,3.18,7.27,3,4,3
0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,6.858,1,6,3
1.03,Ideal,D,SI2,61.8,56.0,6.46,6.51,4.01,8.451,4,5,0
0.39,Ideal,E,IF,61.1,57.0,4.73,4.76,2.9,7.195,4,6,7
1.01,Premium,F,SI2,61.3,58.0,6.42,6.33,3.91,8.188,1,4,0
0.72,Ideal,F,VS1,61.1,56.0,5.76,5.79,3.53,8.091,4,4,4
0.96,Good,D,SI1,61.0,61.0,6.29,6.33,3.85,8.454,2,5,2
1.21,Premium,I,SI1,62.0,56.0,6.89,6.83,4.25,8.573,1,1,2
1.35,Fair,G,SI2,66.0,58.0,6.89,6.81,4.52,8.44,0,3,0
2.24,Ideal,I,SI1,60.5,59.0,8.45,8.5,5.13,9.815,4,1,2
1.04,Very Good,D,SI2,62.9,58.0,6.41,6.47,4.05,8.569,3,5,0
0.73,Very Good,I,VS2,62.2,57.0,5.75,5.76,3.58,7.77,3,1,3
0.7,Very Good,J,SI2,63.2,60.0,5.58,5.62,3.54,7.58,3,0,0
1.75,Ideal,H,I1,61.6,56.0,7.73,7.75,4.77,8.946,4,2,1
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,8.333,1,3,0
0.61,Ideal,G,VS1,61.6,55.0,5.45,5.49,3.37,7.681,4,3,4
1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,9.686,1,3,3
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,6.275,2,3,3
0.53,Ideal,H,SI1,62.4,59.0,5.18,5.21,3.24,7.112,4,2,2
0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,7.061,4,6,5
1.01,Very Good,H,VS2,62.6,61.0,6.35,6.4,3.99,8.481,3,2,3
0.33,Very Good,G,SI2,62.9,55.0,4.41,4.46,2.79,6.073,3,3,0
0.3,Ideal,E,VS2,61.4,55.0,4.32,4.34,2.66,6.489,4,6,3
1.31,Premium,H,VS2,59.6,58.0,7.14,7.08,4.24,8.715,1,2,3
0.41,Ideal,G,VS2,62.2,57.0,4.74,4.71,2.94,6.967,4,3,3
0.54,Ideal,G,VS1,62.2,56.0,5.19,5.23,3.24,7.401,4,3,4
0.32,Premium,G,IF,62.0,60.0,4.41,4.37,2.72,6.928,1,3,7
0.71,Ideal,D,VS1,62.5,57.0,5.71,5.68,3.56,8.036,4,5,4
0.54,Ideal,I,VS2,61.5,55.0,5.25,5.29,3.24,7.138,4,1,3
0.4,Ideal,G,VS2,62.4,54.0,4.74,4.75,2.96,6.675,4,3,3
1.5,Premium,H,VS2,61.8,59.0,7.3,7.35,4.53,9.338,1,2,3
1.23,Ideal,E,VVS2,59.9,57.0,6.95,7.03,4.19,9.475,4,6,5
0.37,Premium,E,VS2,62.3,59.0,4.59,4.56,2.85,6.948,1,6,3
1.01,Good,G,SI2,63.7,56.0,6.26,6.34,4.01,8.345,2,3,0
1.08,Ideal,H,VS1,61.9,57.0,6.58,6.64,4.09,8.664,4,2,4
1.7,Good,F,VS1,57.6,63.0,7.86,7.81,4.51,9.76,2,4,4
0.72,Very Good,F,VS1,62.8,58.0,5.7,5.73,3.59,8.077,3,4,4
1.5,Ideal,I,VS1,61.3,57.0,7.35,7.32,4.5,9.218,4,1,4
0.54,Ideal,G,VVS2,61.5,57.0,5.21,5.26,3.22,7.63,4,3,5
1.51,Premium,H,SI2,60.2,59.0,7.43,7.33,4.44,9.059,1,2,0
0.59,Ideal,F,SI1,61.7,56.0,5.36,5.4,3.32,7.41,4,4,2
0.7,Premium,I,VS1,62.4,59.0,5.64,5.55,3.49,7.781,1,1,4
1.5,Very Good,H,SI2,63.1,57.0,7.16,7.27,4.55,8.922,3,2,0
0.32,Ideal,E,VS2,62.1,55.0,4.4,4.42,2.74,6.554,4,6,3
0.53,Ideal,D,VS2,61.7,55.0,5.23,5.21,3.22,7.579,4,5,3
0.92,Ideal,G,SI2,62.4,56.0,6.21,6.23,3.88,8.311,4,3,0
0.61,Premium,E,VS2,61.2,62.0,5.48,5.44,3.34,7.441,1,6,3
0.35,Very Good,G,VS1,61.2,56.0,4.53,4.56,2.78,6.56,3,3,4
0.52,Ideal,H,SI2,61.0,55.0,5.19,5.23,3.18,6.96,4,2,0
0.3,Ideal,H,VS2,62.3,57.0,4.25,4.29,2.66,6.196,4,2,3
0.9,Ideal,G,SI2,61.2,57.0,6.24,6.28,3.83,8.167,4,3,0
0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,6.87,2,0,3
1.2,Very Good,G,VS2,62.0,55.0,6.8,6.84,4.23,8.898,3,3,3
