carat,depth,table,x,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
2.04,61.0,61.0,8.14,9.727,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,65.8,56.0,5.54,7.789,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,63.1,58.0,4.35,6.548,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,62.1,55.0,4.32,6.848,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.51,61.7,57.0,7.39,8.762,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.06,58.5,60.0,6.81,8.638,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.5,59.0,5.65,7.915,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,60.8,58.0,4.35,6.522,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.04,61.8,59.0,6.46,8.408,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.55,60.7,59.0,7.5,9.38,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,60.5,58.0,4.44,6.554,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,61.4,57.0,4.39,6.702,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9,62.6,58.0,6.11,8.385,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,61.2,60.0,6.42,8.438,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,62.6,59.0,6.41,8.936,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.02,60.5,57.0,6.52,8.366,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1,59.6,60.0,6.72,8.719,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,62.2,56.0,4.37,6.286,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.14,62.3,59.0,6.69,8.639,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.05,63.0,57.0,6.47,8.249,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.51,62.1,58.0,5.09,7.358,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.57,60.9,58.0,7.53,8.921,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.51,63.5,55.0,7.26,9.52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,62.2,61.0,6.38,8.947,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.71,59.9,65.0,5.71,7.68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.34,61.7,55.0,4.49,6.664,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.72,61.7,54.5,5.77,7.796,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,62.2,56.0,4.36,6.368,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.24,61.9,56.0,6.9,8.825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.01,61.7,58.0,9.25,9.683,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.53,62.0,57.0,5.17,7.686,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,59.8,61.0,6.24,8.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,62.4,56.0,4.41,6.361,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.52,63.2,57.0,5.09,7.466,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.43,60.2,59.0,4.92,7.029,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.53,62.8,59.0,7.28,9.744,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.77,60.2,66.0,5.97,7.579,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.53,61.2,55.0,5.23,7.114,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,61.8,56.0,4.45,6.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,63.3,57.0,4.3,6.353,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.13,61.5,60.0,6.72,8.488,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,70.6,64.0,7.43,9.83,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.46,63.0,56.0,8.6,9.664,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41,62.1,56.0,4.79,7.212,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.41,62.7,56.0,7.18,9.363,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.0,59.0,5.79,8.161,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.53,62.2,54.0,5.22,7.626,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.35,61.6,57.0,4.55,6.718,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.76,61.1,57.0,5.84,8.061,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,62.1,62.0,5.71,7.872,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.27,61.8,58.0,6.97,8.541,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,60.0,60.0,4.4,6.356,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.32,61.4,57.0,4.4,6.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,59.4,61.0,7.41,9.142,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.31,62.3,55.0,4.35,6.438,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.17,61.8,55.0,6.81,8.996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.39,60.7,56.0,4.73,7.215,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.31,62.2,54.0,4.39,6.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.35,60.7,62.0,4.59,6.564,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.5,61.4,59.0,7.34,9.358,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.51,61.9,55.0,5.11,7.372,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.54,61.8,59.0,7.35,9.278,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,61.9,54.0,6.41,8.361,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,62.4,58.0,4.4,6.579,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.08,62.5,57.0,6.52,9.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34,61.0,56.0,4.52,6.845,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.41,62.9,55.0,4.82,6.775,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,60.6,57.0,4.34,6.188,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,62.2,57.0,4.76,6.923,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,60.7,55.0,5.83,8.094,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.02,62.0,56.0,6.42,8.899,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.93,61.1,59.0,6.34,8.047,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.41,63.4,57.0,4.74,6.807,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,60.8,58.0,6.44,8.746,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,62.4,57.0,4.41,6.361,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.43,63.4,55.0,4.82,6.902,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,59.4,64.0,4.82,6.851,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.21,62.5,57.0,6.79,8.78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,60.5,60.0,4.34,6.564,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.0,61.3,58.0,6.45,8.274,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,60.4,58.0,5.23,7.527,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.26,61.2,57.0,6.96,9.21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.0,54.0,5.73,7.911,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.6,62.7,58.0,5.37,7.557,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.35,62.3,57.0,7.08,8.763,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.01,62.0,59.0,8.04,9.426,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.58,61.5,55.0,5.39,7.472,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,65.5,55.0,7.14,9.082,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41,61.4,58.0,4.78,7.272,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.35,61.7,56.0,4.53,6.196,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,63.3,54.0,6.34,8.466,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,63.4,58.0,5.64,8.009,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.26,61.9,55.0,6.96,9.201,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.21,60.7,60.0,6.88,8.493,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4,61.4,58.0,4.73,6.89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.05,62.4,58.0,8.08,9.563,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.02,63.4,59.0,6.32,8.727,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.73,59.8,58.0,7.8,9.069,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,60.7,59.0,6.47,8.313,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.25,62.5,57.0,6.83,8.456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.32,64.1,54.0,4.34,6.089,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.65,62.0,58.0,7.56,9.455,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,62.4,59.0,6.29,8.59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.48,57.8,60.9,5.12,7.14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.36,60.4,58.0,4.61,6.749,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.57,62.1,57.0,5.27,7.383,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.34,60.1,56.0,4.55,6.353,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,57.9,63.0,5.8,7.692,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.8,59.0,4.37,6.654,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.75,60.6,60.0,7.78,9.509,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,62.6,58.0,4.37,6.107,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.58,61.9,57.0,5.37,7.593,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,62.1,55.0,4.65,6.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.51,58.7,59.0,7.53,8.895,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.1,60.9,56.0,6.68,8.333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.82,62.1,56.0,5.97,8.326,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.5,59.0,62.0,7.39,9.214,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.77,59.4,61.0,5.98,8.157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,61.0,57.0,5.73,8.154,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,62.2,59.0,4.41,6.361,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,62.0,58.0,6.45,8.569,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01,59.2,61.0,6.4,8.546,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.9,55.0,5.7,8.045,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.1,55.0,4.76,7.121,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.53,61.5,54.0,5.21,7.094,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,59.8,55.0,6.34,8.386,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,63.0,52.0,7.37,9.795,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.54,62.1,59.0,5.17,7.229,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.04,61.2,56.0,6.53,8.486,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.72,61.5,54.0,5.77,7.939,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,63.5,58.0,4.24,6.159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,60.4,58.0,5.8,7.739,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,62.4,58.1,5.71,8.006,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.52,61.3,55.0,5.19,7.405,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.55,61.3,56.0,7.45,9.307,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.06,62.0,57.0,6.49,9.499,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.7,58.6,62.0,7.92,9.817,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5,63.9,57.0,5.02,7.088,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.92,62.1,58.0,6.15,8.426,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.6,62.3,59.0,7.46,9.234,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.22,61.1,60.0,6.87,9.534,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.57,62.4,56.0,5.32,7.521,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8,60.2,54.0,6.04,8.399,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,62.4,58.0,5.11,7.271,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.52,63.1,61.0,7.19,8.851,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,60.3,64.0,4.42,6.628,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.6,62.8,56.0,7.46,8.938,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,60.5,56.0,6.57,8.611,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.57,62.3,57.0,5.29,7.581,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.75,61.9,61.0,5.85,7.993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.51,61.9,56.0,5.11,7.205,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.53,60.6,56.0,5.27,7.738,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.5,62.1,60.0,7.31,9.574,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,62.0,59.0,4.41,6.833,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.37,65.3,56.0,4.53,6.267,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.4,57.0,4.34,6.405,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.5,62.2,60.0,7.3,9.671,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,61.5,59.0,5.71,7.624,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,59.3,62.0,5.74,8.093,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,61.2,59.0,4.28,6.405,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.09,62.3,59.0,6.56,8.383,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.59,60.6,56.0,5.43,7.514,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,63.0,57.0,4.34,6.26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,63.5,58.0,6.06,8.334,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.24,60.6,59.0,4.0,6.314,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.55,61.5,56.0,5.26,8.151,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72,61.4,56.0,5.75,8.232,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,62.1,58.0,4.75,6.841,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.32,63.1,56.0,4.34,6.043,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,63.2,57.0,6.3,8.63,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.31,61.5,59.0,7.0,9.199,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,58.2,57.0,5.89,7.62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.6,62.8,56.0,5.41,7.233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,60.7,57.0,5.2,7.773,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,60.6,57.0,4.71,6.544,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.5,64.8,56.0,7.18,9.514,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,61.2,56.0,5.75,7.879,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.79,62.0,55.0,5.93,8.033,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.59,61.1,57.0,5.39,7.276,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.39,63.1,58.0,4.68,6.825,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,63.5,61.0,5.61,7.637,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.2,65.0,59.0,6.51,8.525,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,61.6,58.0,4.31,6.639,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.11,62.1,58.0,6.63,9.016,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.54,63.2,60.0,5.13,7.216,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,60.6,58.0,7.44,9.728,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.59,60.7,61.0,7.56,9.345,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,61.1,56.0,4.46,6.929,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,64.0,56.0,5.03,7.104,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.5,58.0,5.04,7.418,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.2,62.4,55.0,8.41,9.692,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3,62.4,55.0,4.32,6.009,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.51,61.9,56.0,7.35,9.517,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,61.9,54.1,4.66,6.629,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,60.0,58.0,5.53,7.801,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.31,59.9,60.0,4.45,6.548,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.35,59.7,60.0,4.58,6.669,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.65,61.9,56.0,5.56,8.086,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.05,60.3,61.0,6.62,8.594,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.05,60.5,58.0,6.55,8.476,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,59.9,59.0,6.59,8.352,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,61.4,58.0,6.19,8.278,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,61.7,58.0,4.54,6.417,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,62.1,57.0,6.15,8.394,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.64,57.9,64.0,5.76,7.406,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.36,62.3,57.0,4.57,6.535,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.43,63.4,57.0,4.84,6.854,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.3,57.0,4.27,6.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.37,61.1,56.0,4.64,6.741,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.72,62.1,54.0,5.76,8.003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,58.2,60.0,6.52,8.848,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.58,61.4,61.0,5.43,7.588,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.56,61.6,56.0,7.41,9.231,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.06,61.0,66.0,6.54,8.004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.23,62.7,58.0,6.81,8.488,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.07,61.6,55.0,6.62,8.426,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.55,60.5,57.0,5.3,7.659,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,58.3,63.0,5.21,7.143,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,62.0,55.0,4.74,7.166,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.28,64.6,55.0,4.15,6.198,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32,61.7,56.0,4.41,6.554,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.5,56.0,5.7,7.88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.31,62.7,59.0,4.32,6.443,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8,63.6,57.0,5.82,8.177,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.31,61.2,55.0,4.36,6.043,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.03,62.8,54.1,6.39,8.998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.54,59.4,65.0,5.31,7.031,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.06,59.3,59.0,6.66,8.642,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,65.2,57.0,6.19,8.648,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.93,60.3,58.0,6.37,8.027,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.06,62.7,56.0,6.55,8.553,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
