carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
0.51,Premium,H,SI1,61.9,56.0,5.13,5.12,3.17,1,2,2
0.37,Ideal,J,SI1,61.4,57.0,4.62,4.66,2.85,4,0,2
1.01,Ideal,F,VS1,60.7,57.0,6.52,6.49,3.95,4,4,4
1.01,Premium,F,VS2,62.4,56.0,6.43,6.35,3.99,1,4,3
0.41,Very Good,E,VVS2,61.6,60.0,4.75,4.77,2.93,3,6,5
0.46,Premium,E,VS1,61.7,59.0,4.93,4.96,3.05,1,6,4
1.03,Ideal,H,SI1,62.0,57.0,6.53,6.47,4.03,4,2,2
0.33,Ideal,D,SI2,61.3,56.0,4.45,4.49,2.74,4,5,0
0.52,Ideal,H,VVS1,60.4,57.0,5.23,5.2,3.15,4,2,6
0.33,Ideal,G,VS2,62.3,57.0,4.43,4.4,2.75,4,3,3
0.9,Very Good,G,VS2,62.5,58.0,6.1,6.15,3.83,3,3,3
1.54,Fair,F,SI1,65.8,56.0,7.22,7.18,4.74,0,4,2
0.34,Ideal,G,VVS2,61.6,56.0,4.47,4.49,2.76,4,3,5
0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,3,1,2
0.56,Ideal,I,VS2,62.1,54.0,5.3,5.33,3.3,4,1,3
0.36,Good,D,SI1,63.1,55.0,4.54,4.59,2.88,2,5,2
0.9,Very Good,H,SI2,62.0,58.0,6.11,6.12,3.79,3,2,0
0.23,Very Good,D,VVS2,59.6,61.0,3.99,4.03,2.39,3,5,5
0.4,Ideal,D,VS2,61.3,56.0,4.79,4.74,2.92,4,5,3
0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96,1,5,0
0.9,Premium,D,SI2,59.8,61.0,6.21,6.17,3.7,1,5,0
0.57,Ideal,D,VS2,60.3,57.0,5.42,5.4,3.26,4,5,3
1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,1,1,0
1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,1,0,3
0.31,Ideal,F,VVS1,61.0,57.0,4.38,4.39,2.67,4,4,6
1.35,Very Good,J,SI1,61.1,61.0,7.1,7.13,4.35,3,0,2
0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,1,6,2
2.37,Ideal,H,SI2,62.1,55.0,8.52,8.54,5.3,4,2,0
1.2,Very Good,I,SI1,63.3,57.0,6.7,6.66,4.23,3,1,2
1.0,Premium,G,SI2,62.2,59.0,6.39,6.35,3.96,1,3,0
1.57,Ideal,I,VS2,62.8,57.0,7.46,7.37,4.66,4,1,3
0.57,Ideal,E,VVS2,60.6,56.2,5.36,5.4,3.26,4,6,5
0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,4,6,3
1.01,Premium,G,SI1,60.0,59.0,6.51,6.47,3.89,1,3,2
0.3,Premium,G,VVS2,62.7,56.0,4.31,4.24,2.68,1,3,5
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,3,3,5
0.61,Very Good,D,VVS2,59.6,57.0,5.56,5.58,3.32,3,5,5
1.0,Very Good,E,SI1,63.4,58.0,6.29,6.26,3.98,3,6,2
0.34,Premium,G,IF,62.3,59.0,4.46,4.49,2.79,1,3,7
0.32,Very Good,F,VS2,62.8,57.0,4.33,4.36,2.73,3,4,3
1.35,Ideal,J,VS2,61.8,54.0,7.1,7.14,4.4,4,0,3
1.0,Very Good,E,SI1,59.2,59.0,6.49,6.55,3.86,3,6,2
1.04,Ideal,G,VS1,61.7,57.0,6.47,6.53,4.01,4,3,4
0.46,Very Good,G,VS2,61.3,56.0,4.98,5.0,3.06,3,3,3
1.24,Ideal,J,VS2,62.3,56.0,6.84,6.91,4.28,4,0,3
0.9,Good,F,SI1,63.6,59.0,6.12,6.07,3.88,2,4,2
0.46,Ideal,E,VVS1,62.6,57.0,4.89,4.98,3.09,4,6,6
0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,4,2,2
1.58,Very Good,F,SI2,63.2,57.0,7.43,7.38,4.68,3,4,0
0.41,Very Good,E,VVS1,60.0,61.0,4.78,4.86,2.89,3,6,6
0.44,Premium,H,SI2,59.3,60.0,5.01,4.98,2.96,1,2,0
0.9,Ideal,E,SI1,61.1,56.0,6.21,6.23,3.8,4,6,2
0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,4,5,0
0.53,Very Good,F,VS2,62.7,57.0,5.1,5.14,3.21,3,4,3
1.54,Ideal,I,VS1,61.5,56.0,7.42,7.47,4.58,4,1,4
1.01,Ideal,I,VS1,61.1,54.0,6.46,6.48,3.95,4,1,4
0.31,Ideal,I,VS1,61.9,53.9,4.35,4.38,2.7,4,1,4
0.9,Good,F,VS2,64.3,57.0,6.07,6.09,3.91,2,4,3
1.21,Fair,J,SI1,65.0,59.0,6.64,6.57,4.29,0,0,2
1.0,Very Good,F,VS2,62.7,56.0,6.29,6.34,3.96,3,4,3
0.3,Ideal,F,VVS2,62.1,57.0,4.27,4.29,2.66,4,4,5
0.6,Premium,H,SI1,62.0,56.0,5.44,5.4,3.36,1,2,2
0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77,4,3,3
1.55,Ideal,J,SI1,61.7,54.0,7.47,7.5,4.62,4,0,2
0.51,Premium,F,SI1,59.4,60.0,5.21,5.19,3.09,1,4,2
1.5,Ideal,I,VS2,62.6,57.0,7.31,7.26,4.56,4,1,3
0.33,Ideal,H,SI1,60.6,56.0,4.46,4.49,2.72,4,2,2
1.5,Premium,D,SI2,59.6,59.0,7.54,7.46,4.47,1,5,0
1.5,Premium,E,VS1,60.3,60.0,7.34,7.43,4.45,1,6,4
1.22,Very Good,F,SI1,63.1,58.0,6.8,6.74,4.27,3,4,2
0.29,Premium,I,VS2,62.4,58.0,4.2,4.23,2.63,1,1,3
0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,4,0,4
1.62,Very Good,H,VS2,62.6,58.0,7.57,7.45,4.7,3,2,3
0.39,Ideal,H,SI2,61.5,57.0,4.66,4.7,2.88,4,2,0
0.41,Ideal,F,VS2,62.7,56.0,4.78,4.72,2.98,4,4,3
1.51,Ideal,J,VS1,61.9,58.0,7.28,7.33,4.52,4,0,4
1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,1,6,0
2.01,Good,J,SI1,59.6,61.0,8.08,8.14,4.83,2,0,2
1.5,Good,H,SI1,60.8,60.0,7.28,7.38,4.46,2,2,2
1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98,4,5,0
1.55,Premium,G,SI1,59.8,59.0,7.47,7.45,4.46,1,3,2
0.62,Premium,G,VS1,62.9,58.0,5.41,5.37,3.39,1,3,4
0.39,Ideal,I,VS2,62.9,57.0,4.68,4.64,2.93,4,1,3
1.5,Premium,H,SI2,62.3,60.0,7.22,7.3,4.52,1,2,0
1.5,Ideal,I,I1,61.8,57.0,7.39,7.31,4.54,4,1,1
0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,4,6,3
1.7,Ideal,G,VVS1,61.0,56.0,7.67,7.62,4.66,4,3,6
1.02,Very Good,J,SI1,62.5,58.0,6.37,6.43,4.0,3,0,2
1.32,Ideal,G,VS1,62.6,56.0,7.05,7.0,4.4,4,3,4
1.0,Premium,I,SI2,61.6,59.0,6.34,6.41,3.93,1,1,0
0.32,Ideal,I,VS2,62.5,55.0,4.39,4.38,2.74,4,1,3
0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16,4,3,5
0.31,Ideal,G,VVS2,62.4,56.0,4.31,4.35,2.7,4,3,5
1.01,Very Good,F,SI2,61.8,56.0,6.43,6.38,3.96,3,4,0
1.0,Very Good,F,VS2,63.2,59.0,6.35,6.3,4.0,3,4,3
2.14,Premium,J,SI2,61.5,59.0,8.25,8.3,5.11,1,0,0
0.38,Ideal,F,VVS2,60.8,58.0,4.69,4.72,2.86,4,4,5
0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,1,4,2
0.32,Ideal,E,VS2,62.1,55.0,4.42,4.4,2.74,4,6,3
0.33,Ideal,H,VVS1,61.7,56.0,4.48,4.46,2.76,4,2,6
0.31,Very Good,F,VS1,61.2,55.0,4.35,4.37,2.67,3,4,4
0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,4,4,6
1.25,Premium,H,VS2,60.4,59.0,6.96,6.92,4.19,1,2,3
0.4,Ideal,F,VVS2,62.8,56.0,4.73,4.69,2.96,4,4,5
0.8,Very Good,I,VS2,63.3,55.0,5.88,5.93,3.74,3,1,3
0.59,Very Good,D,VVS2,60.6,59.0,5.44,5.49,3.31,3,5,5
0.3,Good,F,SI1,63.6,55.0,4.28,4.33,2.74,2,4,2
0.73,Ideal,G,SI2,61.8,56.0,5.76,5.83,3.58,4,3,0
0.81,Premium,H,SI1,59.1,57.0,6.16,6.09,3.62,1,2,2
0.31,Ideal,G,VS1,60.8,57.0,4.39,4.42,2.68,4,3,4
0.5,Premium,E,SI1,63.0,61.0,5.07,5.03,3.18,1,6,2
1.56,Very Good,H,VS1,63.9,57.0,7.3,7.37,4.69,3,2,4
1.2,Very Good,F,VS1,58.7,59.0,6.89,7.07,4.1,3,4,4
0.3,Ideal,I,VS2,61.5,58.0,4.28,4.31,2.64,4,1,3
0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,1,2,2
0.99,Good,F,SI2,63.3,54.0,6.36,6.43,4.05,2,4,0
0.7,Ideal,E,VS2,62.8,57.0,5.71,5.62,3.56,4,6,3
0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,3,3,6
1.01,Good,D,SI1,63.9,61.0,6.28,6.31,4.02,2,5,2
1.01,Ideal,E,SI2,59.6,60.0,6.52,6.6,3.91,4,6,0
0.57,Ideal,D,VVS1,61.6,56.0,5.33,5.35,3.29,4,5,6
1.24,Premium,E,VS1,59.9,61.0,6.99,6.96,4.18,1,6,4
0.3,Premium,G,SI2,62.3,59.0,4.29,4.25,2.66,1,3,0
2.03,Good,D,SI2,63.1,59.0,8.12,7.99,5.08,2,5,0
1.19,Premium,I,SI1,62.2,58.0,6.77,6.73,4.2,1,1,2
0.31,Very Good,I,SI1,61.4,61.0,4.34,4.39,2.68,3,1,2
0.7,Premium,J,VS1,60.9,58.0,5.73,5.66,3.47,1,0,4
0.31,Ideal,H,VVS1,62.0,55.0,4.34,4.37,2.7,4,2,6
0.39,Ideal,F,VS1,61.6,57.0,4.7,4.72,2.9,4,4,4
0.3,Ideal,G,VVS2,61.9,57.0,4.3,4.33,2.66,4,3,5
0.31,Ideal,G,SI1,61.7,55.0,4.38,4.4,2.71,4,3,2
0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,1,3,3
1.05,Ideal,I,VS1,61.5,55.0,6.56,6.61,4.05,4,1,4
0.5,Premium,H,IF,61.4,61.0,5.14,5.03,3.12,1,2,7
0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,4,3,3
0.79,Very Good,F,SI2,62.6,57.0,5.84,5.86,3.66,3,4,0
0.32,Ideal,H,SI1,61.5,55.0,4.41,4.43,2.72,4,2,2
0.33,Ideal,F,VVS2,61.9,56.0,4.46,4.42,2.75,4,4,5
0.7,Very Good,D,SI2,63.1,58.0,5.63,5.57,3.53,3,5,0
1.0,Ideal,D,SI1,59.9,56.0,6.51,6.54,3.91,4,5,2
1.21,Premium,G,VS1,62.7,58.0,6.79,6.74,4.24,1,3,4
0.48,Ideal,I,VS1,62.2,54.0,5.03,5.06,3.14,4,1,4
1.06,Very Good,H,VS2,60.7,59.0,6.56,6.63,4.0,3,2,3
0.42,Premium,E,SI1,62.5,55.0,4.83,4.8,3.01,1,6,2
0.3,Premium,H,SI1,62.9,59.0,4.28,4.24,2.68,1,2,2
1.06,Ideal,G,VVS2,61.0,57.0,6.55,6.57,4.0,4,3,5
0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68,4,5,5
1.04,Ideal,I,SI1,61.7,55.0,6.5,6.54,4.02,4,1,2
0.32,Ideal,G,VS2,62.5,56.0,4.42,4.38,2.75,4,3,3
1.2,Premium,F,VS2,62.1,54.0,6.77,6.73,4.19,1,4,3
0.35,Premium,G,VS1,62.9,58.0,4.49,4.48,2.82,1,3,4
0.4,Ideal,E,VVS2,61.5,55.0,4.77,4.79,2.94,4,6,5
0.33,Ideal,G,VVS1,61.0,56.0,4.49,4.52,2.75,4,3,6
0.38,Ideal,D,VVS2,61.5,56.0,4.66,4.64,2.86,4,5,5
0.53,Ideal,G,VS2,61.8,56.0,5.21,5.18,3.21,4,3,3
1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26,1,4,0
1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,2,6,6
0.33,Ideal,D,VS2,60.3,55.0,4.5,4.52,2.72,4,5,3
1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88,1,4,2
0.31,Ideal,E,SI1,61.5,55.0,4.39,4.42,2.71,4,6,2
0.91,Fair,J,VS2,65.4,60.0,6.04,6.0,3.94,0,0,3
0.83,Ideal,F,SI1,62.2,55.0,6.01,6.03,3.74,4,4,2
0.75,Premium,G,VS2,61.7,58.0,5.85,5.79,3.59,1,3,3
0.7,Ideal,G,VS2,62.7,54.0,5.65,5.7,3.65,4,3,3
0.31,Ideal,G,VVS2,61.9,55.0,4.36,4.33,2.69,4,3,5
0.9,Very Good,D,SI1,59.6,62.0,6.19,6.22,3.7,3,5,2
1.01,Premium,F,SI2,61.3,60.0,6.4,6.43,3.93,1,4,0
1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,4,5,2
1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,3,3,0
0.72,Ideal,H,VS2,60.1,56.0,5.85,5.88,3.52,4,2,3
0.3,Good,E,SI1,63.7,59.0,4.21,4.27,2.7,2,6,2
0.84,Good,F,I1,60.8,64.0,6.05,6.03,3.67,2,4,1
0.71,Good,E,VS2,59.2,61.0,5.8,5.88,3.46,2,6,3
0.96,Premium,I,SI2,62.7,58.0,6.24,6.2,3.9,1,1,0
1.05,Ideal,D,SI2,62.1,58.0,6.49,6.52,4.04,4,5,0
1.03,Premium,J,SI2,62.2,59.0,6.42,6.4,3.99,1,0,0
1.15,Ideal,G,VVS1,60.6,56.0,6.83,6.8,4.13,4,3,6
0.34,Premium,I,VVS1,61.9,58.0,4.52,4.43,2.77,1,1,6
1.01,Very Good,F,VS2,62.9,56.0,6.38,6.41,4.02,3,4,3
0.24,Ideal,G,VVS2,61.2,56.0,3.99,4.02,2.45,4,3,5
0.43,Very Good,I,IF,61.0,56.0,4.9,4.93,3.0,3,1,7
0.3,Ideal,E,VS1,60.7,57.0,4.36,4.31,2.63,4,6,4
0.5,Fair,H,VS1,66.6,58.0,4.95,4.84,3.26,0,2,4
1.77,Premium,I,VS2,62.3,58.0,7.74,7.68,4.8,1,1,3
1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,4,4,3
0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,3,1,2
0.55,Ideal,G,VS2,62.4,56.0,5.25,5.23,3.27,4,3,3
2.17,Very Good,J,SI2,60.8,59.0,8.37,8.41,5.1,3,0,0
1.05,Premium,E,SI2,59.5,59.0,6.65,6.59,3.94,1,6,0
0.73,Premium,F,SI2,61.4,58.0,5.83,5.8,3.57,1,4,0
2.14,Premium,I,SI2,62.1,58.0,8.31,8.23,5.13,1,1,0
0.3,Premium,D,SI1,62.3,58.0,4.32,4.28,2.68,1,5,2
1.56,Ideal,F,SI2,61.6,56.0,7.45,7.41,4.58,4,4,0
1.7,Premium,I,VS2,61.2,59.0,7.55,7.62,4.64,1,1,3
0.47,Very Good,J,VS1,63.0,60.0,4.92,4.95,3.11,3,0,4
0.7,Ideal,G,SI2,62.4,56.0,5.65,5.67,3.53,4,3,0
1.24,Premium,D,SI1,59.3,60.0,7.05,7.01,4.16,1,5,2
0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,3.08,4,3,2
0.54,Ideal,F,VVS2,61.4,56.0,5.27,5.29,3.24,4,4,5
1.52,Very Good,D,SI2,58.6,59.0,7.43,7.48,4.37,3,5,0
0.4,Very Good,E,SI1,63.0,57.0,4.68,4.71,2.96,3,6,2
0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,4,3,3
0.8,Ideal,F,VS1,61.6,54.0,5.95,5.99,3.68,4,4,4
2.48,Very Good,H,SI2,63.3,56.0,8.6,8.55,5.43,3,2,0
0.53,Ideal,G,SI1,61.0,56.0,5.23,5.26,3.2,4,3,2
0.52,Good,F,SI1,65.5,66.0,4.92,4.98,3.24,2,4,2
0.71,Ideal,H,SI1,61.1,57.0,5.71,5.75,3.5,4,2,2
0.72,Ideal,F,SI1,61.8,57.0,5.68,5.74,3.53,4,4,2
0.78,Premium,E,VS2,62.6,57.0,5.91,5.85,3.68,1,6,3
0.52,Ideal,F,SI2,61.3,55.0,5.18,5.2,3.18,4,4,0
1.02,Ideal,G,SI2,61.4,56.0,6.52,6.47,3.99,4,3,0
0.31,Premium,G,VVS1,60.5,60.0,4.33,4.4,2.64,1,3,6
0.26,Ideal,G,VVS2,62.3,56.0,4.07,4.1,2.54,4,3,5
0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05,3,3,2
0.72,Very Good,G,SI2,62.1,59.0,5.66,5.73,3.54,3,3,0
1.02,Ideal,H,SI2,61.0,58.0,6.5,6.54,3.98,4,2,0
0.3,Ideal,G,IF,62.1,53.0,4.3,4.33,2.68,4,3,7
1.33,Ideal,G,VVS2,61.7,58.0,7.04,7.07,4.35,4,3,5
0.9,Good,G,SI1,63.7,58.0,6.12,6.09,3.89,2,3,2
0.44,Premium,E,SI1,62.9,58.0,4.88,4.85,3.06,1,6,2
0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,3,0,4
0.8,Very Good,J,VS1,62.7,58.0,5.91,5.95,3.72,3,0,4
0.25,Ideal,H,IF,61.4,57.0,4.05,4.08,2.49,4,2,7
0.9,Ideal,E,SI1,61.7,57.0,6.18,6.24,3.83,4,6,2
0.42,Ideal,H,VS1,62.4,57.0,4.76,4.79,2.98,4,2,4
1.27,Very Good,I,I1,60.2,62.0,7.0,7.05,4.23,3,1,1
0.57,Ideal,H,SI1,59.3,60.0,5.44,5.48,3.24,4,2,2
1.02,Ideal,E,SI2,61.6,56.0,6.55,6.48,3.99,4,6,0
1.12,Ideal,F,VS2,61.2,56.0,6.67,6.73,4.11,4,4,3
0.31,Ideal,D,IF,60.5,57.0,4.39,4.41,2.66,4,5,7
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,2,2,0
0.58,Ideal,E,SI2,62.7,56.0,5.29,5.34,3.33,4,6,0
0.38,Very Good,I,VS2,61.5,58.0,4.61,4.62,2.84,3,1,3
1.06,Ideal,F,SI1,61.9,57.0,6.57,6.54,4.06,4,4,2
0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,1,6,2
1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,1,3,3
0.56,Premium,E,VS1,62.6,58.0,5.28,5.23,3.29,1,6,4
0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,1,3,0
2.0,Good,I,VS1,58.8,65.0,8.1,8.03,4.74,2,1,4
0.58,Ideal,E,VS1,61.8,57.0,5.33,5.35,3.3,4,6,4
0.38,Premium,G,VS2,60.4,57.0,4.7,4.67,2.83,1,3,3
1.52,Premium,E,SI1,62.4,59.0,7.37,7.34,4.59,1,6,2
1.5,Ideal,I,VS1,62.2,54.0,7.33,7.4,4.57,4,1,4
1.2,Ideal,H,SI1,61.3,57.0,6.81,6.85,4.19,4,2,2
0.73,Very Good,H,VS2,61.3,60.0,5.72,5.79,3.53,3,2,3
0.34,Ideal,G,IF,61.9,55.0,4.51,4.54,2.8,4,3,7
0.32,Good,I,SI1,63.9,55.0,4.34,4.36,2.78,2,1,2
1.02,Ideal,G,SI1,62.2,56.0,6.44,6.46,4.01,4,3,2
2.12,Ideal,H,SI2,62.4,57.0,8.19,8.16,5.1,4,2,0
1.11,Premium,G,SI2,60.7,56.0,6.73,6.68,4.07,1,3,0
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,1,2,3
1.01,Good,E,SI2,63.3,58.0,6.37,6.39,4.04,2,6,0
0.42,Very Good,E,VS2,62.8,59.0,4.76,4.8,3.0,3,6,3
0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,2,5,0
0.71,Ideal,E,VS2,61.6,57.0,5.71,5.79,3.54,4,6,3
0.51,Very Good,F,SI1,62.5,59.0,5.08,5.1,3.18,3,4,2
0.31,Ideal,F,IF,62.1,54.0,4.33,4.37,2.7,4,4,7
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,4,2,3
0.42,Ideal,D,VS1,62.1,56.0,4.78,4.82,2.98,4,5,4
0.5,Good,D,SI1,63.2,57.0,5.02,5.07,3.19,2,5,2
0.32,Ideal,E,VVS2,62.2,53.0,4.39,4.42,2.74,4,6,5
0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23,4,6,4
0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,4,5,3
0.43,Very Good,H,SI1,60.2,57.0,4.91,4.93,2.96,3,2,2
1.23,Premium,H,SI2,62.1,61.0,6.86,6.79,4.24,1,2,0
0.5,Fair,F,VS2,64.6,58.0,5.01,4.99,3.23,0,4,3
0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58,4,1,5
0.91,Ideal,G,VS2,62.3,57.0,6.18,6.24,3.87,4,3,3
0.25,Very Good,F,VVS2,61.2,55.0,4.1,4.14,2.52,3,4,5
1.09,Very Good,H,SI1,62.5,57.0,6.49,6.54,4.07,3,2,2
1.03,Premium,E,SI2,61.7,61.0,6.49,6.45,3.99,1,6,0
0.32,Good,G,VS2,63.1,57.0,4.3,4.35,2.73,2,3,3
1.06,Ideal,G,VS2,61.9,55.0,6.54,6.57,4.06,4,3,3
0.57,Ideal,E,VS1,61.3,57.0,5.34,5.37,3.28,4,6,4
0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,4,3,4
0.53,Very Good,G,VVS2,62.2,54.0,5.19,5.23,3.23,3,3,5
1.09,Ideal,H,SI1,62.5,56.0,6.53,6.58,4.1,4,2,2
2.04,Very Good,I,VS2,61.0,61.0,8.08,8.14,4.95,3,1,3
0.72,Ideal,E,SI2,62.7,57.0,5.71,5.78,3.6,4,6,0
0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,3,5,3
0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,2,0,0
0.63,Very Good,G,SI2,63.3,59.0,5.51,5.31,3.45,3,3,0
0.59,Ideal,F,VVS2,62.0,54.0,5.36,5.38,3.33,4,4,5
0.86,Premium,F,SI1,62.6,58.0,6.01,6.06,3.78,1,4,2
0.8,Very Good,D,VS2,60.6,63.0,5.94,5.9,3.59,3,5,3
0.5,Ideal,E,SI1,62.2,57.0,5.05,5.08,3.15,4,6,2
1.51,Ideal,J,VS2,62.4,57.0,7.35,7.3,4.57,4,0,3
0.52,Very Good,D,SI1,60.5,61.0,5.19,5.23,3.15,3,5,2
0.59,Very Good,F,VS2,60.1,57.0,5.44,5.48,3.28,3,4,3
0.99,Very Good,D,SI2,62.5,57.0,6.3,6.34,3.95,3,5,0
0.29,Ideal,G,VS1,61.9,55.0,4.25,4.28,2.64,4,3,4
1.86,Very Good,H,SI2,62.3,57.0,7.82,7.85,4.88,3,2,0
0.55,Ideal,E,VS1,62.0,56.0,5.27,5.24,3.26,4,6,4
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,4,5,2
0.71,Fair,F,SI1,59.8,70.0,5.89,5.72,3.48,0,4,2
0.32,Very Good,D,SI1,60.0,56.0,4.5,4.53,2.71,3,5,2
0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,1,3,2
0.43,Very Good,D,SI1,61.0,57.0,4.85,4.88,2.97,3,5,2
1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,3,3,7
0.59,Very Good,I,VS2,63.4,56.0,5.37,5.33,3.39,3,1,3
0.36,Ideal,D,VVS2,61.9,53.0,4.57,4.6,2.84,4,5,5
0.43,Very Good,D,VS1,61.2,58.0,4.82,4.88,2.97,3,5,4
0.34,Good,E,SI1,63.9,56.0,4.44,4.48,2.85,2,6,2
1.51,Premium,E,VS2,62.6,60.0,7.28,7.22,4.54,1,6,3
1.16,Ideal,F,SI1,62.6,58.0,6.68,6.73,4.2,4,4,2
1.14,Ideal,E,VVS2,62.3,55.0,6.71,6.68,4.17,4,6,5
1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,1,4,5
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,2,5,2
1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,1,4,2
2.09,Premium,H,SI2,62.1,58.0,8.22,8.17,5.09,1,2,0
0.9,Very Good,G,SI1,61.6,59.0,6.13,6.19,3.8,3,3,2
0.91,Premium,I,SI1,60.8,59.0,6.23,6.2,3.78,1,1,2
1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,1,0,2
0.39,Ideal,F,VVS1,62.3,55.0,4.67,4.7,2.92,4,4,6
1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,4,6,5
0.46,Very Good,F,SI2,62.6,58.0,4.88,4.96,3.08,3,4,0
0.7,Premium,F,SI1,62.1,59.0,5.68,5.72,3.54,1,4,2
0.84,Good,E,SI1,61.9,61.0,6.03,6.05,3.74,2,6,2
1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,1,3,4
1.0,Good,D,SI2,63.5,59.0,6.32,6.35,4.02,2,5,0
2.01,Good,I,VS2,59.0,64.0,8.25,8.19,4.85,2,1,3
0.47,Very Good,J,SI1,62.4,58.0,4.94,4.99,3.1,3,0,2
0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,1,5,0
0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,1,2,4
0.5,Very Good,D,SI1,62.8,53.0,5.04,5.08,3.18,3,5,2
0.3,Ideal,E,VVS1,61.2,57.0,4.36,4.33,2.66,4,6,6
1.22,Good,G,SI2,64.0,61.0,6.75,6.68,4.3,2,3,0
0.3,Ideal,E,VVS1,61.5,57.0,4.33,4.35,2.67,4,6,6
1.22,Ideal,F,VS1,61.5,56.0,6.89,6.84,4.22,4,4,4
0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,4,5,5
0.4,Good,H,SI2,63.7,59.0,4.64,4.69,2.97,2,2,0
0.24,Very Good,E,VVS1,62.2,59.0,3.99,4.02,2.49,3,6,6
0.23,Very Good,E,VVS1,62.6,58.0,3.96,4.0,2.49,3,6,6
0.91,Fair,E,VVS2,63.1,55.0,6.13,6.0,3.83,0,6,5
0.31,Ideal,E,VS2,61.5,55.0,4.41,4.37,2.7,4,6,3
0.41,Premium,F,VS2,62.6,57.0,4.74,4.71,2.96,1,4,3
0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,2,4,2
0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,3,1,5
1.01,Very Good,I,SI2,59.2,59.0,6.52,6.62,3.89,3,1,0
0.71,Ideal,E,SI1,60.3,57.0,5.77,5.81,3.49,4,6,2
0.36,Very Good,G,VS1,60.7,57.1,4.57,4.65,2.79,3,3,4
1.34,Ideal,D,I1,61.7,55.0,7.12,7.08,4.38,4,5,1
