carat,depth,table,x,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.5,60.1,57.0,7.4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2.09,61.2,57.0,8.26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,63.4,58.0,6.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.03,61.8,58.0,6.51,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.83,61.7,57.0,6.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.2,54.0,4.33,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.49,64.3,59.0,7.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2.16,61.9,54.0,8.29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5,62.3,55.0,5.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,61.3,57.0,6.44,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1.5,62.9,58.0,7.17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,60.1,59.0,6.25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.24,59.7,60.0,4.08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5,56.3,65.0,5.24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,61.8,55.0,4.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.94,62.0,57.0,6.28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,62.6,59.0,6.15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.39,63.1,58.0,4.68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.06,62.2,56.0,6.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.57,60.2,60.0,5.44,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.53,61.5,61.0,5.17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.32,61.9,54.0,4.43,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.24,61.8,57.0,6.92,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.53,59.1,59.0,5.27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,62.7,58.0,5.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.01,57.6,63.0,8.23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,61.8,55.0,4.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.51,60.5,60.0,7.42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.72,61.3,56.0,5.76,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.54,60.6,56.0,5.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.44,61.3,58.0,4.91,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,63.8,55.0,5.08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.02,62.2,58.0,6.42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.37,62.0,57.0,4.63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.91,65.0,62.0,6.09,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,61.8,56.0,6.19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.09,58.6,63.0,6.73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,63.1,58.0,4.31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.54,61.4,57.0,5.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.59,60.3,59.0,7.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,61.2,56.0,4.47,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.8,63.5,57.0,5.87,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41,62.3,58.0,4.77,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.07,61.6,56.0,8.16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.31,61.2,60.0,7.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.51,61.9,56.0,7.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,61.2,60.0,5.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.33,62.2,54.0,4.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,61.2,55.0,5.13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.75,62.4,57.0,5.79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,62.2,54.0,5.08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.34,61.8,58.0,4.47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,60.0,58.0,4.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,61.8,56.0,5.16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.38,62.7,55.0,4.65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.01,61.7,56.0,8.12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.33,63.1,56.0,4.38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.38,61.5,56.0,4.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,62.5,59.0,4.28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,60.9,57.0,4.76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.15,62.9,57.0,6.73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.51,61.7,54.0,5.12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.36,61.7,55.0,4.63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.56,59.7,59.0,7.48,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.33,61.0,59.0,4.41,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.52,61.7,55.0,5.21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.56,62.0,57.0,7.37,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.7,60.6,61.0,5.71,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.2,58.4,61.0,6.95,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,62.0,56.0,4.3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.08,61.3,56.0,6.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.03,61.9,57.0,6.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,61.6,57.0,5.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.04,60.8,58.0,6.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,59.8,58.0,4.37,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2.01,62.1,56.0,8.02,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.09,61.2,56.0,6.62,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,60.6,58.0,5.79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.74,61.6,59.0,7.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,60.1,59.0,4.38,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,60.9,59.0,4.32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.23,62.4,60.0,6.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53,62.1,53.2,5.17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,63.4,54.0,4.23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.22,62.6,56.0,6.83,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.35,62.4,55.0,4.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,63.0,58.0,4.37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,62.9,58.0,4.32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.21,61.5,58.0,6.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.53,63.4,56.0,5.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,61.5,56.0,6.46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,62.1,57.0,7.42,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.55,62.0,58.0,5.26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,63.1,57.0,6.32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.05,61.8,57.0,6.53,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.7,61.7,59.0,7.68,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.23,62.3,56.0,6.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,61.3,56.0,4.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.53,59.2,58.0,5.29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.23,61.6,59.0,3.96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,61.6,55.0,5.21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.18,62.5,54.0,6.81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,61.4,54.0,4.37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.19,61.1,58.0,6.83,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.16,61.7,57.0,6.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.21,62.2,55.0,6.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.94,62.2,56.0,6.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.28,58.3,58.0,4.33,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.77,62.2,55.0,5.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.37,62.1,60.0,4.54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.31,61.2,55.0,4.37,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2.01,63.4,57.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.75,62.9,56.0,5.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.51,60.4,58.0,5.21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,61.9,58.0,4.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.23,60.6,60.0,3.93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.16,61.6,55.0,6.85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.92,61.6,56.0,6.21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.55,62.0,55.0,5.26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.35,61.4,56.0,4.56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.2,61.2,58.0,6.77,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.23,61.2,59.0,6.84,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.95,61.0,61.0,6.29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.34,62.1,58.0,4.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,62.4,57.0,6.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,60.8,59.0,5.71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.14,61.1,56.0,6.73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8,60.8,59.0,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.36,59.7,57.0,4.69,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,61.6,57.0,6.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,60.9,54.0,7.38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.72,62.1,56.0,5.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.1,62.7,57.0,6.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6,62.1,62.0,5.33,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.72,62.1,58.0,5.69,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,63.0,56.0,6.15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,63.5,54.0,4.7,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.32,61.4,56.0,4.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.73,60.8,59.0,5.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,62.7,57.0,5.66,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.61,62.7,58.0,5.39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,60.4,60.0,6.49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.1,55.0,5.68,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.51,63.7,59.0,7.12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.54,61.6,54.0,5.26,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.12,62.9,57.0,6.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.01,63.8,59.0,7.89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.16,62.4,57.0,6.71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.36,61.8,57.0,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.32,62.7,56.0,7.03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,62.4,56.0,4.28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.43,62.4,56.0,4.87,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.21,59.7,60.0,6.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.59,62.7,61.0,5.35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.32,61.6,57.0,6.98,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,63.7,61.0,6.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.94,61.1,55.0,6.29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,62.6,59.0,6.53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.5,63.1,57.0,7.32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.5,56.6,64.0,7.51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.52,61.2,60.0,7.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.38,60.2,58.0,4.66,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,62.5,60.0,5.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.05,63.7,59.0,6.41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.83,61.7,59.0,5.95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,62.2,55.0,4.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.38,61.2,56.0,4.67,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.52,61.0,59.0,7.41,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.44,61.8,56.0,4.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,62.7,55.0,5.66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.4,57.0,5.73,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.53,61.8,59.0,7.45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.51,63.4,59.0,5.07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3,61.1,58.0,7.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.43,61.8,55.0,4.85,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,62.5,58.0,6.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,63.2,59.0,4.31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.11,62.6,54.0,6.61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5,63.3,56.0,5.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.32,62.6,57.0,4.38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,63.2,60.0,5.77,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,62.8,57.0,6.39,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4,60.4,59.0,4.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,61.2,58.0,4.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3,62.6,58.0,4.27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.5,60.9,57.0,5.18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.54,62.2,58.0,7.45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.22,62.0,55.0,6.83,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.46,61.3,55.0,4.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,62.2,55.0,4.73,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.01,66.0,57.0,6.29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,64.1,58.0,6.27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.53,61.4,56.0,5.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,64.3,59.0,6.34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.36,61.6,55.0,4.58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.52,61.9,54.0,5.13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,60.7,60.0,7.35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.13,62.4,56.0,8.26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9,64.1,59.0,5.97,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,60.4,56.0,5.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.05,62.6,56.0,6.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.58,60.6,55.0,5.41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.56,62.1,56.0,5.28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.63,61.5,60.0,7.59,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.12,60.6,55.0,6.73,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.01,63.2,59.0,6.34,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7,61.4,57.0,5.76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.3,58.0,4.29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4,61.8,56.0,4.74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.3,53.5,4.27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,60.8,59.0,6.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.19,63.3,55.0,6.76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,65.0,61.0,6.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.42,62.0,56.0,4.81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.59,62.0,57.0,5.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,63.5,58.0,6.34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,63.3,59.0,4.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.24,65.0,54.0,6.76,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.61,62.2,54.0,5.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,61.3,59.0,4.51,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,62.1,57.0,6.45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,61.8,57.0,5.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,62.8,57.0,4.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.37,61.9,56.0,4.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,63.0,59.0,6.33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,61.0,56.0,5.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.65,62.1,56.0,7.68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.01,60.9,56.0,6.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.34,62.1,56.0,7.05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,63.0,54.0,4.27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,62.3,57.0,4.38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,61.5,57.0,4.44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.85,62.0,57.0,6.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,62.6,57.0,5.72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,60.6,60.0,7.45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.59,62.3,59.0,7.38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,61.5,59.0,4.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,62.8,56.0,4.32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.34,60.3,54.0,4.53,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.41,62.3,57.0,4.77,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.42,60.8,59.0,4.85,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,61.5,57.0,6.44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.54,61.6,55.0,5.27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,61.2,58.0,6.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,62.5,59.0,6.06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.38,61.6,56.0,4.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.98,61.6,66.0,6.46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
