carat,depth,table,x,y,z,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.22,62.3,58.0,6.77,6.81,4.23,8.563,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.02,58.1,58.0,6.67,6.58,3.85,8.313,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.5,59.6,60.0,7.41,7.49,4.44,9.638,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.07,61.2,60.0,6.57,6.53,4.01,8.41,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.76,62.5,59.0,5.79,5.77,3.61,7.801,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,59.8,57.0,4.81,4.85,2.89,6.718,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4,61.8,58.0,4.69,4.72,2.91,6.925,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.15,60.3,59.0,6.75,6.79,4.08,8.671,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.05,59.0,58.0,6.66,6.7,3.94,9.379,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.32,61.0,55.0,4.43,4.45,2.71,6.695,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.04,63.2,58.6,6.35,6.39,4.03,8.275,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.51,61.2,56.0,5.16,5.17,3.16,7.742,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,63.3,58.0,6.37,6.3,4.01,8.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,64.2,56.0,6.04,6.11,3.9,8.047,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.35,61.2,58.0,4.57,4.55,2.79,6.446,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.21,65.3,60.0,6.6,6.51,4.28,8.33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,63.6,58.0,6.07,6.1,3.87,7.959,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.62,62.1,55.0,7.53,7.58,4.69,9.259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.06,62.8,55.0,6.49,6.51,4.08,8.876,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.25,62.3,56.0,4.01,4.03,2.5,6.558,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.51,59.5,59.0,7.45,7.41,4.42,9.558,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.84,60.6,57.0,6.15,6.06,3.7,8.381,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.06,61.4,57.0,6.57,6.52,4.02,8.39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.55,62.7,57.0,5.23,5.17,3.26,7.445,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.5,61.2,61.0,7.34,7.27,4.47,8.851,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,61.0,56.0,4.48,4.5,2.74,6.852,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.29,61.8,59.0,6.99,6.96,4.31,8.769,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.1,62.0,57.0,6.65,6.57,4.1,9.327,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,62.0,54.0,4.34,4.3,2.68,6.743,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.36,59.3,59.0,4.62,4.66,2.75,6.159,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.24,64.4,53.0,3.92,3.94,2.53,6.184,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,62.9,57.0,4.25,4.27,2.68,6.215,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,59.6,59.0,4.55,4.57,2.72,6.439,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.07,62.8,57.0,6.5,6.58,4.11,8.392,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,61.5,56.0,5.22,5.25,3.22,7.575,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,62.4,64.0,7.22,7.26,4.52,8.515,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5,61.5,55.0,5.16,5.12,3.16,7.194,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.3,55.0,5.64,5.68,3.53,8.253,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.31,60.9,60.0,4.38,4.35,2.66,6.324,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,60.7,56.0,4.32,4.34,2.63,6.009,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,63.2,56.0,4.27,4.24,2.69,6.564,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.92,62.8,58.0,6.11,6.22,3.87,8.875,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.7,60.5,59.0,5.73,5.67,3.45,7.725,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.2,62.6,57.0,6.8,6.72,4.23,8.528,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,61.5,58.0,5.67,5.71,3.5,8.14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8,61.4,57.0,5.96,6.0,3.67,7.923,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01,61.2,58.0,6.47,6.43,3.95,8.443,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.91,62.8,58.0,7.82,7.89,4.93,9.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.25,62.6,57.0,3.98,4.01,2.5,6.306,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9,62.4,55.0,6.09,6.16,3.82,8.391,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.03,62.2,57.0,6.51,6.47,4.04,8.904,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.71,60.8,60.0,5.74,5.78,3.5,7.62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.01,64.2,60.0,6.32,6.35,4.07,8.71,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.57,61.9,55.0,7.38,7.44,4.59,9.309,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4,60.5,59.0,4.8,4.76,2.89,6.957,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,62.6,58.0,4.31,4.28,2.69,6.227,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,62.2,56.0,4.36,4.32,2.7,6.848,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,60.8,63.0,6.32,6.38,3.86,8.28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.62,61.2,54.0,5.51,5.6,3.4,7.388,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9,60.4,58.0,6.25,6.31,3.79,8.039,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.31,61.0,56.0,4.36,4.39,2.67,6.043,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.44,60.8,57.0,4.93,4.88,2.98,6.898,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.31,62.4,56.0,4.35,4.31,2.7,6.81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,61.2,58.0,4.76,4.78,2.92,6.984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.43,60.3,58.0,4.86,4.93,2.95,7.268,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.87,61.0,63.0,6.22,6.07,3.75,7.955,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.51,61.8,61.0,7.25,7.32,4.5,9.129,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.35,61.5,58.0,7.09,7.15,4.38,8.977,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.83,60.2,60.0,6.09,6.04,3.65,8.159,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.91,59.6,60.0,6.25,6.29,3.74,8.274,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.72,61.7,56.0,5.75,5.78,3.56,8.232,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.11,58.8,59.0,6.8,6.76,3.99,8.454,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.12,61.5,56.0,6.7,6.76,4.13,9.575,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.26,61.3,55.0,4.15,4.21,2.56,5.994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.0,60.3,56.0,8.16,8.27,4.94,9.259,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.33,60.8,59.0,7.07,7.11,4.31,8.711,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.26,61.2,57.0,4.13,4.16,2.53,6.301,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4,62.4,53.0,4.75,4.77,2.97,6.503,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.28,62.1,59.0,8.44,8.4,5.23,9.801,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,63.0,56.0,5.76,5.73,3.62,7.888,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,60.0,59.0,4.49,4.47,2.69,6.387,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.04,62.8,57.0,6.5,6.41,4.05,8.404,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,61.6,58.0,6.23,6.15,3.81,8.148,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.36,60.3,62.0,4.56,4.59,2.76,6.671,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,63.7,55.0,4.33,4.3,2.75,6.443,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.09,62.0,56.0,6.57,6.59,4.08,8.509,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.33,60.0,63.0,4.45,4.49,2.68,6.623,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5,62.2,54.0,5.07,5.12,3.17,7.613,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.7,62.1,62.0,5.63,5.58,3.48,7.757,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,61.9,59.0,4.32,4.28,2.66,6.654,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.23,61.0,62.0,3.95,3.99,2.42,6.184,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5,63.3,57.0,5.02,5.06,3.19,7.375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.23,64.1,58.0,3.85,3.89,2.48,6.225,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.59,62.5,57.0,5.32,5.36,3.34,7.676,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.71,59.2,61.0,7.83,7.77,4.62,9.219,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.13,62.3,57.0,6.67,6.61,4.14,8.472,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.8,56.0,5.21,5.24,3.23,7.545,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.8,56.0,4.31,4.33,2.67,6.23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.8,55.0,4.35,4.38,2.69,6.194,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.56,61.2,57.0,7.48,7.52,4.59,9.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.11,60.9,59.0,8.3,8.25,5.04,9.444,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9,60.3,64.0,6.14,6.1,3.69,8.153,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.34,60.9,57.0,7.09,7.19,4.35,9.316,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.73,61.8,54.0,5.89,5.92,3.65,8.107,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,57.2,66.0,5.76,5.74,3.29,7.601,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.52,60.2,56.0,5.23,5.27,3.16,7.595,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.31,62.6,57.0,4.33,4.27,2.69,6.687,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,60.8,56.0,5.78,5.79,3.52,7.987,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,58.2,63.0,5.82,5.79,3.38,7.584,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,62.7,57.0,5.12,5.15,3.22,7.432,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.55,59.7,60.0,7.62,7.56,4.53,9.785,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.5,58.9,60.0,7.48,7.45,4.4,9.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.38,61.0,56.0,4.68,4.69,2.86,6.542,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.91,62.5,56.0,6.19,6.22,3.88,8.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.73,62.0,57.0,5.73,5.75,3.56,8.071,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.7,61.5,57.0,5.68,5.71,3.5,8.372,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.55,61.2,56.0,5.26,5.3,3.23,7.43,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,65.1,54.0,6.23,6.27,4.07,8.473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.09,61.0,56.0,6.66,6.62,4.05,8.193,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,63.2,56.0,6.33,6.36,4.01,8.419,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.97,59.9,59.0,6.39,6.36,3.82,8.461,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.38,61.9,59.0,4.61,4.66,2.87,6.685,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,62.1,56.0,4.75,4.78,2.96,6.984,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.33,62.1,56.0,4.42,4.4,2.74,6.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,61.0,59.0,4.33,4.3,2.63,6.851,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3,63.5,55.0,4.27,4.3,2.72,6.043,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,62.3,54.0,4.45,4.48,2.78,6.174,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,61.9,56.0,4.38,4.41,2.72,6.593,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3,61.6,56.0,4.3,4.27,2.64,6.738,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.71,62.6,58.0,5.72,5.75,3.59,7.793,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.37,60.7,60.0,4.68,4.65,2.83,6.368,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,60.5,59.0,5.72,5.75,3.47,8.071,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.62,62.2,54.0,5.46,5.51,3.41,7.884,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.25,65.6,54.0,3.91,3.95,2.58,6.238,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.0,63.3,61.0,6.31,6.29,3.99,8.476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.73,61.9,57.0,5.76,5.81,3.58,7.847,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.33,60.9,59.0,4.49,4.45,2.72,6.872,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.37,63.7,55.0,4.54,4.56,2.9,6.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,63.2,56.5,5.05,5.08,3.2,7.358,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,60.8,57.0,4.84,4.8,2.93,6.868,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.58,62.5,58.0,5.29,5.31,3.31,7.246,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.07,58.5,61.0,6.59,6.71,3.89,8.343,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41,61.8,55.0,4.77,4.81,2.96,6.835,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.01,66.9,56.0,6.15,6.22,4.14,8.319,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,62.2,57.0,4.3,4.32,2.68,6.639,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.72,62.6,57.0,5.69,5.74,3.58,7.912,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.38,62.7,58.0,4.61,4.57,2.88,6.463,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.23,61.6,57.0,6.84,6.9,4.23,9.293,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.59,63.7,59.0,5.3,5.28,3.37,7.627,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.53,60.9,57.0,5.23,5.21,3.18,7.182,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.51,59.5,61.0,5.19,5.16,3.08,7.249,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,62.1,54.0,4.32,4.35,2.69,5.994,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,60.7,61.0,4.33,4.37,2.64,6.299,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,62.2,58.0,6.14,6.17,3.83,8.396,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.55,62.5,60.0,7.35,7.33,4.59,9.108,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.36,60.1,57.0,4.62,4.67,2.79,6.671,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.22,62.3,55.3,6.8,6.87,4.26,8.579,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.33,62.4,59.0,4.41,4.47,2.77,6.501,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.55,61.6,55.0,5.3,5.31,3.26,7.419,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.5,57.5,56.0,5.3,5.24,3.03,7.265,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.74,60.8,59.0,5.83,5.85,3.55,7.752,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.75,62.6,55.0,5.72,5.79,3.6,8.048,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,61.7,55.0,5.13,5.15,3.17,6.985,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.72,62.5,56.0,5.68,5.71,3.56,7.64,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.58,62.2,62.0,5.37,5.44,3.36,7.642,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.21,62.9,57.0,6.75,6.8,4.26,8.731,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.39,60.2,59.0,4.74,4.76,2.86,6.865,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3,59.1,60.0,7.12,7.17,4.22,8.983,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,61.0,57.0,4.74,4.77,2.9,6.918,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,63.0,58.0,6.11,6.14,3.86,8.417,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,57.0,66.0,5.83,5.81,3.32,7.872,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.05,60.1,57.0,6.63,6.68,4.0,9.053,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.92,63.0,57.0,6.16,6.13,3.87,8.215,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.07,62.2,57.0,6.57,6.48,4.06,8.528,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.24,62.4,59.4,6.81,6.89,4.27,8.663,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.23,61.3,57.0,6.86,6.93,4.23,9.051,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.21,62.1,56.0,6.8,6.76,4.21,8.533,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.89,60.2,60.0,6.18,6.21,3.73,8.119,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,66.5,59.0,5.01,4.91,3.3,6.902,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,64.0,55.0,5.59,5.62,3.59,7.557,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.21,60.9,60.0,6.91,6.86,4.19,9.245,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.56,62.0,56.0,5.26,5.29,3.27,7.365,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.85,62.5,57.0,6.02,6.07,3.78,7.949,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.77,61.5,55.0,5.9,5.93,3.64,7.967,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.38,62.4,53.0,4.63,4.67,2.9,6.999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.07,61.4,58.0,8.24,8.19,5.04,9.531,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.2,60.9,59.0,6.87,6.79,4.16,9.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.22,60.7,57.0,6.94,6.93,4.21,9.123,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.43,62.3,54.0,4.84,4.85,3.02,6.998,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.05,60.9,60.0,6.59,6.51,3.99,8.148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.7,62.3,56.0,7.65,7.61,4.75,9.801,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.15,62.0,58.0,6.69,6.73,4.16,8.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.31,62.0,56.0,4.32,4.35,2.69,6.515,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2.12,58.3,59.0,8.48,8.41,4.92,9.805,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,62.5,55.0,5.74,5.78,3.6,7.858,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.38,62.2,56.0,4.62,4.64,2.88,6.641,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,62.5,55.0,4.33,4.36,2.71,6.312,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4,62.5,55.0,4.73,4.71,2.95,6.856,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.04,63.0,56.0,6.45,6.5,4.08,8.883,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.72,62.2,57.0,5.72,5.75,3.57,8.161,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.5,63.6,58.0,7.23,7.2,4.59,8.897,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.1,59.5,59.0,6.7,6.77,4.01,8.651,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.01,59.5,58.0,8.21,8.18,4.88,9.582,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
